block lot	planning neighborhood	project status	project date	units	planning project description	dbi project description	zoning_generalized	zoning_simplified	taz	total gsf (commercial)	office	cult, inst, educ	medical	prod, dist, rep	ret, ent	visitor	dbi permit	planning filed	dbi filed	landuse	status group	net added units	net added sf	net cult, inst, educ	net medical	net office	net prod, dist, rep	net ret, ent	net visitor	sitearea	block	lot	zoning	heightlimit	supdist	Location 1
2799013	Central	CONSTRUCTION	03/13/2007 07:00:00 AM +0000	3	3 New Unit Condominium	TO ERECT 4 STORY 3 DWELLING RESIDENCE	Residential	RM-1	167	0	0	0	0	0	0	0	200201106632		01/10/2002 08:00:00 AM +0000	Resident	Construction	3	0	0	0	0	0	0	0	2857	2799	013	RM-1	40-X	8	"950 Corbett Av
(37.751994, -122.443645)"
3518007	WSoMa	CONSTRUCTION	04/22/2009 07:00:00 AM +0000	2	Shadow Study for a new mixed-use building	ERECT A FIVE STORY COML BLDG WITH 2 RESIDENTIAL UNITS	Industrial	SLR	595	3750	0	0	0	0	3750	0	200203151582	07/18/2002 07:00:00 AM +0000	03/15/2002 08:00:00 AM +0000	Mixres	Construction	2	3750	0	0	0	0	3750	0	2502	3518	007	SLR	50-X	6	"252 09th St
(37.774212, -122.412427)"
3518006	WSoMa	CONSTRUCTION	02/10/2009 08:00:00 AM +0000	3	The proposed project is the demolition and new construction of two buildings. The project involves demolition of two 2,250 sq.ft buildings, and construction of two buildings. 248 9th Street would be commercial building totaling 11,066 sq.ft., and 252 9th 	TO DEMOLISH 1 STORY THEATER	Industrial	SLR	595	14826	14826			0			200203151580	03/26/2010 07:00:00 AM +0000	03/15/2002 08:00:00 AM +0000	Mixres	Construction	3	5326			14826	-5000	-4500		0	3518	006	SLR	50-X	6	"248 - 252 09th St
(37.774127, -122.412521)"
0766001	Downtown	CONSTRUCTION	06/04/2010 07:00:00 AM +0000	0	Final design concept for construction of a 14-story, 181-foot-high City Administrative Office Building		Public	P	648	277000	277000	0	0	0	0	0	201006043859	04/16/2002 07:00:00 AM +0000		MIPS	Construction		277000	0	0	277000	0	0	0	21780	0766	001	P	200-L	6	"525 Golden Gate Av
(37.781034, -122.419264)"
1066028	Richmond	CONSTRUCTION	09/17/2007 07:00:00 AM +0000	8	The proposed project involves the demolition of existing 2,850 gsf restaurant and construction of a 13,900 gsf residential building containing 7 dwelling units, 2,270 gsf of retail space and 7 off-street parking spaces.	ERECT A 4 STORIES 7 UNITS RESIDENTIAL BLDG WITH COML	Mixed Use	NC-3	686	580	0	0	0	0	580	0	200207171660	09/25/2003 07:00:00 AM +0000	07/17/2002 07:00:00 AM +0000	Mixres	Construction	8	580	0	0	0	0	580	0	5434	1066	028	NC-3	40-X	2	"3150 Geary Bl
(37.781987, -122.452704)"
5279033	Other S Bayshore	CONSTRUCTION	07/30/2007 07:00:00 AM +0000	0		ERECT 4 STORY WAREHOUSE & OFFICE	Industrial	M-1	407	9980	4990	0	0	4990	0	0	200208022937		08/02/2002 07:00:00 AM +0000	Mixed	Construction	0	9980	0	0	4990	4990	0	0	2490	5279	033	M-1	65-J	10	"1675 Jerrold Av
(37.739412, -122.390794)"
4058010	Central Waterfront	CONSTRUCTION	03/08/2012 08:00:00 AM +0000	196	The proposed project involves the renovation of two existing vacant buildings totaling about 27,200 gsf and construction of approximately 180,000 gsf addition.  The proposed project would include up to 141 dwelling units with 128 off-street parking spaces	Preserve, renovate and merge two historical bldg at 2225 and 2255 third st located on same lot into 	Mixed Use	UMU	558	5339	0	0	0	0	5339	0	200907092309	12/24/2002 08:00:00 AM +0000	07/09/2009 07:00:00 AM +0000	Mixres	Construction	196	5339	0	0	0	0	5339	0	50095	4058	010	UMU	68-X	10	"2235 03rd St
(37.761297, -122.38837)"
4228158	Central Waterfront	CONSTRUCTION	12/19/2007 08:00:00 AM +0000	81	The proposed project involves the demolition of the existing 14,800 gsf warehouse and construction of a 5 story 166,590 gsf residential building, containing up to 81 dwelling units, 5,000 gsf of retail space and 164 off-street parking space.  PUD exceptio	ERECT FIVE STORY RESIDENTIAL & RETAIL & WAREHOUSE	Industrial	PDR-1-G	535	5000	0	0	0	0	5000	0	200212244171	01/17/2003 08:00:00 AM +0000	12/24/2002 08:00:00 AM +0000	Mixres	Construction	71	-9800	0	0	0	-14800	5000	0	43790	4228	010	PDR-1-G	58-X	10	"1301 Indiana St
(37.753914, -122.390975)"
1707047	Outer Sunset	CONSTRUCTION	03/25/2008 07:00:00 AM +0000	1		VERTICAL AND HORIZONTAL ADDITION	Residential	RH-2	216	0	0	0	0	0	0	0	200306207365		06/20/2003 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2500	1707	047	RH-2	40-X	4	"4227 Lincoln Wy
(37.764167, -122.503298)"
3547002A	Mission	CONSTRUCTION	03/09/2012 08:00:00 AM +0000	194	Demolish light industrial bldg and construct 194-unit PUD with commercial and 225 parking spaces.		Mixed Use	Mission Street	236	0	0	0	0	0	0	0	200710014208	07/10/2003 07:00:00 AM +0000		Resident	Construction	194	-63512	0	0	0	-63512	0	0	52075	3547	002A	Mission St NCT	65-X	6	"1880 Mission St
(37.767068, -122.420027)"
3702053	Downtown	CONSTRUCTION	03/08/2012 08:00:00 AM +0000	418	The proposed project is to demolish the existing 263,602gsf, 377 unit apartment complex and construction of a 1,500,000gsf three connected residential buildings over a 2-story podium, containing about 1,410 dwelling units, 20,000gsf of ground-floor retail		Commercial	C-3-G	621	40000	0	0	0	0	40000	0	201012166843	07/15/2003 07:00:00 AM +0000		Mixres	Construction	418	33540	0	0	0	0	33540	0	175374	3702	053	C-3-G	150-S	6	"1169 Market St
(37.779181, -122.414016)"
6022014	South Central, Other	CONSTRUCTION	04/12/2011 07:00:00 AM +0000	2		ERECT A FOUR STORY TWO UNIT RESIDENTIAL BLDG	Residential	RH-2	47	0	0	0	0	0	0	0	200312243005	02/13/2006 08:00:00 AM +0000	12/24/2003 08:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	2500	6022	014	RH-2	40-X	11	"395 Athens St
(37.721789, -122.428118)"
3589023	Mission	CONSTRUCTION	02/29/2012 08:00:00 AM +0000	3	New construction of 3-unit residential building.	ERECT A FIVE STORY THREE UNIT RESIDENTIAL BLDG	Residential	RTO	191	0	0	0	0	0	0	0	200403310134	05/20/2004 07:00:00 AM +0000	03/31/2004 08:00:00 AM +0000	Resident	Construction	3	0	0	0	0	0	0	0	2000	3589	023	RTO-Mission	45-X	9	"179 San Carlos St
(37.760621, -122.419809)"
1800010A	Outer Sunset	CONSTRUCTION	06/19/2008 07:00:00 AM +0000	2		HORIZONTAL ADDITION AT REAR, ADD ONE MORE UNIT	Residential	RH-2	206	0	0	0	0	0	0	0	200404141320		04/14/2004 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	3005	1800	010A	RH-2	40-X	4	"1359 45th Av
(37.761258, -122.505099)"
2706035	Central	CONSTRUCTION	12/07/2010 08:00:00 AM +0000	1	The proposal is to construct a new three story, single-family dwelling on a VACANT lot on an undeveloped portion of Stanyan Street in an RH-1 (D) District.	ERECT A TWO STORY SINGLE FAMILY DWELLING	Residential	RH-1(D)	195	0	0	0	0	0	0	0	200407158977	06/14/2006 07:00:00 AM +0000	07/15/2004 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	3260	2706	035	RH-1(D)	40-X	5	"1310 Stanyan St
(37.758762, -122.451352)"
3704069	Downtown	CONSTRUCTION	08/14/2008 07:00:00 AM +0000	100	69 new construction/mixed use (67 RES. AND 2 COMM.)		Commercial	C-3-G	667	5700	0	0	0	0	5700	0	200712211199	11/17/2004 08:00:00 AM +0000		Mixres	Construction	100	-52750	0	0	-58450	0	5700	0	8338	3704	069	C-3-G	120-X	6	"973 Market St
(37.782644, -122.409745)"
4219003	Showpl/Potrero	CONSTRUCTION	02/15/2008 08:00:00 AM +0000	1		TO ERECT A NEW 3 STORY AND PENTHOUSE, WITH 2 DWELLING UNITS.	Residential	RH-2	152	0	0	0	0	0	0	0	200412080961		12/08/2004 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2538	4219	003	RH-2	40-X	10	"1028 Wisconsin St
(37.754486, -122.398857)"
0503015	Marina	CONSTRUCTION	03/11/2009 07:00:00 AM +0000	2		CREATE NEW 2-STORY RESIDENCE ABOVE EXISTING.REMODEL EXIST RES & GARAGE.NEW REAR ADDITION&2-STORY....	Mixed Use	NC-3	378	0	0	0	0	0	0	0	200501042534		01/04/2005 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2744	0503	015	NC-3	40-X	2	"2842 Franklin St
(37.800645, -122.425978)"
0668012	Northeast	CONSTRUCTION	01/06/2012 08:00:00 AM +0000	35		ERECT A FIVE STORY 35 DWELLING UNIT/COMM'L MIXED USE BUILDING	Neighborhood Commercial	POLK	327	0	0	0	0	0	0	0	200503167620		03/16/2005 08:00:00 AM +0000	Resident	Construction	35	0	0	0	0	0	0	0	8692	0668	012	POLK	65-A	3	"1465 Pine St
(37.789579, -122.419851)"
0339006	Downtown	CONSTRUCTION	02/14/2011 08:00:00 AM +0000	9	"convert vacant commercial building (retail / bathhouse) to up to 28 dwelling units (needs ""EE"")"	CONVERSION OF (E) 3 STORY OVER BASEMENT BLDG. TO A 5 STORY OVER BASEMENT BLDG. WITH G/F OFFICE PSACE, 9 RESIDENTIAL UNITS AT UPPER FLOORS AND PARKING AT BASEMENT. THE HISTORICAL FACADE AT TURK STREET TO BE RESTORED WITH NEW G/F STORE FRONT AND GARAGE DOOR	Mixed Use	RC-4	304	4999	0	0	0	0	4999	0	200605232239	03/30/2005 08:00:00 AM +0000	05/23/2006 07:00:00 AM +0000	Mixres	Construction	9	-6116	0	0	0	0	-6116	0	3781	0339	006	RC-4	80-120-T	6	"130 Turk St
(37.78327, -122.41136)"
0871016	Market Octavia	CONSTRUCTION	07/17/2007 07:00:00 AM +0000	113	The proposed project is demolition of a 3-story 6,400-gsf office building and construction of a 7-story 140,380-gsf mixed use residential structure in two buildings with shared basement parking, and a podium courtyard, spanning the midblock approaching th	TO ERECT 8 STORIES, 113 DWELLING UNITS OF RESIDENTIAL / RETAIL / PARKING / ASSEMBLY.	Mixed Use	NCT-3	248	5100					5100		200607146588	06/01/2005 07:00:00 AM +0000	07/14/2006 07:00:00 AM +0000	Mixres	Construction	113	3033	-1071	0	-996	0	5100	0	24262	0871	016	NCT-3	85-X	8	"1844 Market St
(37.771347, -122.424217)"
4148001A	Mission	CONSTRUCTION	01/12/2011 08:00:00 AM +0000	2		SITE PLAN FOR LOWER LEVEL OF 2 SOTRY BLDG. TO INSTALL A NEW RESIDENTIAL UNIT WITH PATIO IN PRESENT W	Residential	RH-3	171	0							200709243458		09/24/2007 07:00:00 AM +0000	Resident	Construction	1	0							2388	4148	001A	RH-3	40-X	9	"2857 22nd St
(37.755804, -122.411401)"
4096005	Showpl/Potrero	CONSTRUCTION	03/22/2010 07:00:00 AM +0000	2	Front setback variance to construct a new two family dwelling unit on a vacant lot. Building would be three-story over garage, totaling 5,838 sq. ft. 	TO ERECTA NEW 3 STORY 2 DWELLING UNIT	Residential	RH-2	607	0	0	0	0	0	0	0	200506074411	06/23/2005 07:00:00 AM +0000	06/07/2005 07:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	9861	4096	005	RH-2	40-X	10	"746 Carolina St
(37.759037, -122.400236)"
3721122	TB Combo	CONSTRUCTION	02/23/2012 08:00:00 AM +0000	0	The proposed project would demolish the existing surface parking lot and construct an approx. 293,750 sq. ft. office building, with 2,680 sq. ft. of retail and 50 parking spaces. The building would be approximately 356,400 sq. ft., 27 stories and approxim		Commercial	C-3-O	741	296430	293750	0	0	0	2680	0	200508049463	11/09/2006 08:00:00 AM +0000	08/04/2005 07:00:00 AM +0000	MIPS	Construction	0	296430	0	0	293750	0	2680	0	16389	3721	122	C-3-O	550-S	6	"535 Mission St
(37.789001, -122.398343)"
3505022	Market Octavia	CONSTRUCTION	12/01/2008 08:00:00 AM +0000	7	Mandatory DR to build a new 5-story, 6-unit residential building following demoltion of mixed-use residential building.  See 2005.0776C.	TO ERECT 5 STORIES OF 7 DWELLING RESIDENTIAL UNITS.	Mixed Use	NCT-3	578	0	0	0	0	0	0	0	200509152957	08/18/2005 07:00:00 AM +0000	09/15/2005 07:00:00 AM +0000	Resident	Construction	6	0	0	0	0	0	0	0	2503	3505	022	NCT-3	40-X	6	"85 Brady St
(37.772601, -122.419818)"
8720001	South of Market, Other	CONSTRUCTION	03/08/2012 08:00:00 AM +0000	319		TO ERECT 16 STORIES, 319 DWELLING UNITS OF RESIDENTIAL / RETAIL / OFFICE / PARKING BUILDING.	Commercial	C-3-G	650	0	0	0	0	0	0	0	200509274032		09/27/2005 07:00:00 AM +0000	Resident	Construction	319	0	0	0	0	0	0	0		8720	001	C-3-G	150-S/320-S	6	"435 China Basin St
(37.772595, -122.386896)"
3554027	Mission	CONSTRUCTION	03/06/2012 08:00:00 AM +0000	16	Construction 24-du bldg, with 1+ 16 stacked parking spaces on ground floor accessed from Caledonia Street, with two ground floor retail spaces of 620-gsf and 700-gsf on Valencia Street; six stories plus roof deck, 16,800-gsf total, on existing vacant lot.	ERECT A 4 STORY, EIGHT UNIT RESIDENTIAL STRUCTURE	Neighborhood Commercial	Valencia Street	223	1400					1400		200510135500	08/25/2009 07:00:00 AM +0000	10/13/2005 07:00:00 AM +0000	Mixres	Construction	16	1400					1400		4962	3554	027	Valencia St NCT	55-X	6	"411 Valencia St
(37.76633, -122.421838)"
3729081	WSoMa	CONSTRUCTION	02/07/2012 08:00:00 AM +0000	3	"Conversion from Office to Residential / Commercial. Addition of 2 stories and 7000 sf for a new 561/2 foot high, 14,500 sf bldg. 
SRO

>>Rear yard modification. "	ADD 2 NEW FLOORS TO BUILDING, 3 NEW RESIDENTIAL UNITS. REPLACE EXISTING STAIRCASES AND ELEVATOR. NEW	Industrial	SLR	596	0	0	0	0	0	0	0	200810164336	10/13/2005 07:00:00 AM +0000	10/16/2008 07:00:00 AM +0000	Resident	Construction	3	-11600	0	0	-11600	0	0	0	4017	3729	081	SLR	50-X	6	"209 09th St
(37.77494, -122.412852)"
4009008A	Showpl/Potrero	CONSTRUCTION	06/17/2008 07:00:00 AM +0000	2	Variance for reduced parking requirement	1/F-REMOVE (E)UNPERMITTED ROOM,CLOSET & FULL BATH IN 1/F GARAGE.INFILL CANTILEVERED 2ND STORY @NORTHEAST,CORNER OF HOUSE.INFILL (E)LIGHTWELL @1ST STORY.ADD A LEGAL UNIT IN FORMER LOCATION OF UNPERMITTED WORK @REAR OF HOUSE 21'X20'=240SF.ADD 1 HR.RATED COR	Residential	RH-3	543	0	0	0	0	0	0	0	200602023655	02/02/2006 08:00:00 AM +0000	02/02/2006 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2500	4009	008A	RH-3	40-X	10	"585 Kansas St
(37.76246, -122.403125)"
6593006	Central	CONSTRUCTION	02/05/2008 08:00:00 AM +0000	2	NEW CONSTRUCTION FOR A MANDATORY DR FOR A SFR	ERECT 4 STORIES, 2 DWELLING UNITS, TYPE 5 BUILDING.	Residential	RH-2	123	0	0	0	0	0	0	0	200602073988	02/16/2006 08:00:00 AM +0000	02/07/2006 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2742	6593	006	RH-2	40-X	8	"230 Duncan St
(37.746322, -122.425453)"
0660007	Japantown	CONSTRUCTION	11/04/2010 07:00:00 AM +0000	2	Demolition of two-family dwelling building and construction of new two-unit structure.  	TO ERECT 3 STORIES, 2 UNITS RESIDENTIAL BUILDING.	Residential	RH-2	321	0	0	0	0	0	0	0	200602245389	06/13/2007 07:00:00 AM +0000	02/24/2006 08:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	3187	0660	007	RH-2	40-X	5	"19 Wilmot St
(37.787514, -122.432282)"
0691008	Downtown	CONSTRUCTION	02/09/2012 08:00:00 AM +0000	107	Demolition of an existing movie theater and construction of 13-story mixed-use building with 120 dwelling units, appx. 180 off-street parking spaces, and appx. 16,500 gsf of ground floor commercial use.	TO ERECT 13 STORIES, 107 CONDOS AND GROUND FLOOR COMMERICIAL WITH 4 BASEMENTS.	Mixed Use	RC-4	319	16500					16500		200712069866	02/28/2006 08:00:00 AM +0000	12/06/2007 08:00:00 AM +0000	Mixres	Construction	107	-8308					-8308		21797	0691	008	RC-4	130-V	3	"1285 Sutter St
(37.787456, -122.42135)"
3507041	Downtown	CONSTRUCTION	02/23/2012 08:00:00 AM +0000	719	Construction of new mixed-use building containing approximately 719 dwelling units and up to 719 parking spaces	TO ERECT A NEW 35 STORY 719 DWELLING UNITS WITH RETAIL & PARKING  & ASSEMBLY SPACE	Commercial	C-3-G	608	12250	0	0	0	0	12250	0	200607207084	05/03/2006 07:00:00 AM +0000	07/20/2006 07:00:00 AM +0000	Mixres	Construction	719	12250	0	0	0	0	12250	0	90985	3507	039	C-3-G	200-S/320-S	6	"1401 Market St
(37.776411, -122.417545)"
1386015	Richmond	CONSTRUCTION	02/27/2012 08:00:00 AM +0000	3		HORIZONTAL & VERTICAL ADDITION TO (E) BUILDING, ADD ONE MORE UNIT - FROM 2 UNITS TO 3 UNITS.	Residential	RM-1	314	0	0	0	0	0	0	0	200605091174		05/09/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2937	1386	015	RM-1	40-X	2	"279 26th Av
(37.784324, -122.486284)"
1736033	Inner Sunset	CONSTRUCTION	01/26/2011 08:00:00 AM +0000	2		TO ERECT 2 DWELLING UNIT WITH 3 STORY NEW BUILDING	Residential	RH-2	222	0	0	0	0	0	0	0	200605111391		05/11/2006 07:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	6288	1736	033	RH-2	40-X	5	"1208 15th Av
(37.765322, -122.472728)"
3596017A	Mission	CONSTRUCTION	03/05/2012 08:00:00 AM +0000	2		Erect 4 stories two family dwellings.	Mixed Use	NC-1	185	0							200710195923		10/19/2007 07:00:00 AM +0000	Resident	Construction	2	0							1875	3596	017A	NC-1	45-X	9	"277 San Carlos St
(37.759042, -122.419683)"
3717019	Downtown	CONSTRUCTION	03/07/2012 08:00:00 AM +0000	0	Three-story, approximately 67,000 square-foot vertical addition to existing 155,000 square-foot nine-story office building.	PROPOSED VERTICAL ADDITION REMOVING EXTG PENTHOUSE AND CONSTRUCTING 4 NEW STORIES WITH FULL FLOOR PLATES, NEW STRUCTURE WILL BE STEEL MOMENT FRAME AND MECHANICAL WILL BE VARIABLE AIR VOLUME-REPLACE 3 EXTG ELEVATORS	Commercial	C-3-O	780	222000	222000	0	0	0	0	0	200611178045	05/11/2006 07:00:00 AM +0000	11/17/2006 08:00:00 AM +0000	MIPS	Construction	0	67000	0	0	67000	0	0	0	25372	3717	019	C-3-O/C-3-O(SD)	200-S	6	"120 Howard St
(37.791226, -122.3929)"
1073008	Richmond	CONSTRUCTION	11/29/2011 08:00:00 AM +0000	1	Construction of a 4-story, 40-foot high, 4,485 sqft 2-unit building at front of lot. Single-family dwelling existing and rear of lot and will remain.	ERECT 1 2-STORY TYPE 5 BUILDING	Residential	RH-3	311	0							200605312874	06/30/2009 07:00:00 AM +0000	05/31/2006 07:00:00 AM +0000	Resident	Construction	1	0							4063	1073	008	RH-3	40-X	2	"2608 Post St
(37.783775, -122.444894)"
6592034	Central	CONSTRUCTION	10/29/2007 07:00:00 AM +0000	2	Renovate and enlarge existing garage at the rear of the property to accommodate a car lift within.	ADD 3RD FLOOR TO BLDG. RECONFIGURE INTERIOR WALLS, DOORS, AND WINDOWS.	Residential	RH-2	120	0	0	0	0	0	0	0	200606073385	10/04/2007 07:00:00 AM +0000	06/07/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2468	6592	034	RH-2	40-X	8	"389 27th St
(37.74666, -122.428751)"
4102052	Showpl/Potrero	CONSTRUCTION	09/09/2010 07:00:00 AM +0000	2	Addition to existing 1,087 square foot single-family dwelling, adding one additional unit for a total of 3,000 square feet and 2-units.	NEW 2 CAR GARAGE & STUDIO UNIT 1ST FLOOR, 2 NEW 4 BEDRM RESIDENCES 2ND & 3RD FLS, NEW ROOF DECK	Residential	RH-2	520	0	0	0	0	0	0	0	200606133915	11/20/2006 08:00:00 AM +0000	06/13/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2490	4102	052	RH-2	40-X	10	"585 Texas St
(37.759002, -122.395066)"
6154012	South Central, Other	CONSTRUCTION	05/04/2010 07:00:00 AM +0000	1	2-lot subdivision, alteration of an existing SFD on the resulting 29-ft-wide lot and construction of a new SFD on the 21-ft-wide lot, requiring a CU for the new building.	"TO ERECT 1 FAMILY DWELLING (BUILDING ""B"")"	Residential	RH-1	51	0	0	0	0	0	0	0	200606214652	11/16/2006 08:00:00 AM +0000	06/21/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	6000	6154	012	RH-1	40-X	10	"853 Goettingen St
(37.72147, -122.404141)"
1364048	Richmond	CONSTRUCTION	03/05/2012 08:00:00 AM +0000	6	Demolish 850-square foot service station on parking lot for 10 cars and construct 3-story, 6-unit residential over commercial building in excess of 10,000 sq ft.	TO ERECT A NEW 4 STORY 6 UNIT BUILDING WITH RETAIL SPACE	Mixed Use	NC-1	324	10000	0	0	0	0	10000	0	200607186846	09/29/2006 07:00:00 AM +0000	07/18/2006 07:00:00 AM +0000	Mixres	Construction	6	9150	0	0	0	-850	10000	0	4855	1364	048	NC-1	40-X	1	"4201 California St
(37.785174, -122.462539)"
2987A036	Inner Sunset	CONSTRUCTION	01/04/2012 08:00:00 AM +0000	1	The proposal is to construct a new single-family dwelling on a vacant lot in zoning district RH-1(D).	TO ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT	Residential	RH-1(D)	103	0	0	0	0	0	0	0	200609061483	10/23/2006 07:00:00 AM +0000	09/06/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	3700	2987A	036	RH-1(D)	40-X	7	"1325 Portola Dr
(37.739799, -122.46431)"
4976019	BVHP Area A,B	CONSTRUCTION	04/16/2009 07:00:00 AM +0000	1	Construct a new single-family dwelling unit.	TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING	Residential	RH-1	879	0	0	0	0	0	0	0	200609071583	01/19/2007 08:00:00 AM +0000	09/07/2006 07:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2942	4976	019	RH-1	40-X	10	"750 Jamestown Av
(37.715691, -122.38935)"
7104049	Ingleside, Other	CONSTRUCTION	08/31/2009 07:00:00 AM +0000	1	The proposal is to construct a new one-story over garage and basement, single-family dwelling.	ERECT 3 STORIES, 1 DWELLING UNIT BUILDING.	Residential	RH-1	20	0	0	0	0	0	0	0	200611016566	12/06/2007 08:00:00 AM +0000	11/01/2006 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	3124	7104	049	RH-1	40-X	11	"107 Lobos St
(37.714764, -122.456568)"
6345007	South Central, Other	CONSTRUCTION	03/09/2012 08:00:00 AM +0000	1	NEW CONSTSRUCTION OF SINGLE-FAMILY DWELLING.	ERECT 2 STORIES, 1 UNIT, 1 BASEMENT NEW BUILDING.	Residential	RH-1	39	0	0	0	0	0	0	0	200611087240	02/16/2007 08:00:00 AM +0000	11/08/2006 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	2500	6345	007	RH-1	40-X	11	"626 Paris St
(37.718855, -122.437309)"
3532014	Market Octavia	CONSTRUCTION	02/21/2012 08:00:00 AM +0000	44	The proposed project would demolish the existing used car lot and accessory office and construct 44 dwelling units, 4,440 sq. ft. of retail, and 44 parking spaces. The new structure would be approximately 54,978 sq. ft. and approximately 50 feet in height	TO ERECT A NEW 40 RES. UNITS OVER COMMERCIAL & PARKING ON GROUNDFLOOR & UNDERGROUND PARKING	Mixed Use	NCT-3	236	4440	0	0	0	0	4440	0	200611097334	05/31/2007 07:00:00 AM +0000	11/09/2006 08:00:00 AM +0000	Mixres	Construction	44	3940	0	0	0	0	3940	0	11075	3532	014	NCT-3	50-X	6	"299 Valencia St
(37.768232, -122.42211)"
4912002	BVHP Area A,B	CONSTRUCTION	11/16/2007 08:00:00 AM +0000	2		COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.	Industrial	PDR-1-B	896	0	0	0	0	0	0	0	200612018992		12/01/2006 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	7500	4912	002	PDR-1-B	40-X	10	"2838 Jennings St
(37.722476, -122.392991)"
6634015	Central	CONSTRUCTION	10/21/2011 07:00:00 AM +0000	3	 The project would demolish and existing 22' high single-family structure constructed pre-1900, and construct a new 40' high three-unit structure.	TO ERECT 3 DWELLING UNITS WITH 4 STORY NEW BLDG	Residential	RH-3	107	0							200701081168	01/06/2009 08:00:00 AM +0000	01/08/2007 08:00:00 AM +0000	Resident	Construction	2	0							2500	6634	015	RH-3	40-X	8	"1629 Dolores St
(37.743403, -122.424085)"
5504001H	Bernal Heights	CONSTRUCTION	05/03/2011 07:00:00 AM +0000	2	ALLOW A 14-FOOT WIDE PROJECTING BAY AT THE CORNER & REDUCE PARKING REQUIREMENT FROM 7 SPACES TO 6.	ERECT 3 STORIES 2 UNITS BUILDING	Residential	RH-2	125	0	0	0	0	0	0	0	200701121612	04/26/2007 07:00:00 AM +0000	01/12/2007 08:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	4050	5504	001H	RH-2	40-X	9	"3119 Harrison St
(37.748056, -122.411274)"
3594009	Mission	CONSTRUCTION	12/29/2011 08:00:00 AM +0000	4	CONVERT EXISTING 3-STORY 2-UNIT RESIDENTIAL BUILDING W/ 2 OFF-STREET PARKING SPACES TO 4-STORY 4-UNIT RESIDENTIAL BUILDING W/ 4 OFF-STREET PARKING SPACES.	VERTICAL AND HORIZONTAL EXTENSION TO CONVERT A 3 STORY 2 UNIT RESIDENTIAL BUILDING INTO A 4 STORY 4 UNTS CONDEMINIUM BLDG WITH INTERNAL REMODELING	Residential	RM-1	188	0	0	0	0	0	0	0	200701292823	10/16/2007 07:00:00 AM +0000	01/29/2007 08:00:00 AM +0000	Resident	Construction	2	0	0	0	0	0	0	0	3663	3594	009	RM-1	55-X	9	"2374 Folsom St
(37.759361, -122.414891)"
1371039	Richmond	CONSTRUCTION	01/03/2012 08:00:00 AM +0000	2		HORIZONTAL ADDITION AND REMODELING TO CHANGE FROM ONE SINGLE FAMILY TO 2 FAMILY RESIDENCES	Residential	RH-2	722	0	0	0	0	0	0	0	200702053335		02/05/2007 08:00:00 AM +0000	Resident	Construction	1	0	0	0	0	0	0	0	3037	1371	039	RH-2	40-X	1	"112 12th Av
(37.786009, -122.47092)"
2395017	Outer Sunset	CONSTRUCTION	04/07/2011 07:00:00 AM +0000	1	The proposal is to construct a new, single-family dwelling on a 25-foot wide by 100-foot deep lot fronting along Ulloa Street in zoning district RH-1. The new structure would be one-story over garage at the front and the third level would be set back 15 f	HORIZONTAL & VERTICAL ADDITION 1,743 SQ FT ON 1ST FLOOR, 1,430 SQ FT. ON 2ND FLOOR, 840 SQ FT ON 3RD	Residential	RH-1	435	0							200808088722	02/08/2007 08:00:00 AM +0000	08/08/2008 07:00:00 AM +0000	Resident	Construction	1	0							5739	2395	017	RH-1	40-X	4	"2908 Ulloa St
(37.740769, -122.487545)"
