PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Resident	APN 0077004	30 EDITH ST		TRUE	BP APPROVED	05/25/2016 12:00:00 AM	3	2		0							201505055389	Admin permit to clarify&correct desc of work,unit ct&occu as apprvd on  Plang entitle2008-12-31-9407.Scope work to read:Alter/Remodel(E)SFD to add 2 more units(Fr 1to3 units,R-3 to R-2)&1 new flr w/roof deck.Total 3 fls.incl hori add,new stair&elev to roo	1	1 FAMILY DWELLING	APARTMENTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MLUELLEN											(37.8029098511, -122.4086074829)
Resident	APN 2628035	301 UPPER TR		FALSE	BP FILED	03/20/2015 12:00:00 AM	2	2									201503201416	(FRONT BLDG) ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.	2000000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON											(37.7621002197, -122.4455871582)
Resident	APN 5503018	3123 FOLSOM ST		TRUE	BP ISSUED	12/23/2015 12:00:00 AM	2	2							2014.1109	Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.  	201407302522	TO ERECT 3 STORIES, NO BASEMENT, 2 FAMILY DWELLING, TYPE V CONSTRUCTION.	600000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS	Karl Lee	Jeremy  Schaub	682-8060x103		RH-2	Residential	RH-2	40-X			(37.7479095459, -122.4133224487)
Resident	APN 1404041	318 30TH AV		FALSE	BP FILED	12/31/2015 12:00:00 AM	2	2									201512316214	TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILY DWELLING.	800000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			MAYCHRIS											(37.7832374573, -122.4900054932)
Resident	APN 2659052	3198 MARKET ST		TRUE	BP ISSUED	02/22/2016 12:00:00 AM	2	2							2014.0863	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two unit residential building on a vacant property.  	201407221872	CONSTRUCT NEW 3-STORIES, NO BASEMENT, 2-UNIT RESIDENTIAL BUILDING.	472000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			MBOUDREA	Rochmar Family LLC	Davida Rochlin Fred Marcus	310-923-1191		RH-2	Residential	RH-2	40-X			(37.7595405579, -122.4450912476)
Resident	APN 1404006	325 29TH AV		TRUE	BP REINSTATED	12/14/2015 12:00:00 AM	2	2							2015-008674PRJ	Proposed demolition of existing 1-story dwelling and construction of a new 4-story, 2-unit residential building.	201512044244	TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	500000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			MAYCHRIS	Kenneth Fukuda	Haesook Yuo & Kenneth Fukuda	(415) 571-88								(37.7831840515, -122.4895858765)
Resident	APN 5615036A	3287 MISSION ST		FALSE	BP Filed	05/26/2017 12:00:00 AM	2	2		0							201705267810	TO ERECT 2 STORIES, NO BASEMENT, 2 UNITS RESIDENIAL BUILDING.	200000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7441139221, -122.4202194214)
Resident	APN 3569017	3312 17TH ST		TRUE	BP ISSUED	11/28/2016 12:00:00 AM	8	2							2015-007127PRJ	Renovation of mixed-use building. Horizontal addition at 1st story commercial. Infill of existing lightwell at 2nd & 3rd story. New entry and exit stairs from dwellings. Facade work at existing building. Interior remodel existing efficiency dwelling units	201502188620	HORIZ ADDITION @1ST STORY COM'L. INFILL OF (E) LIGHTWELL @ 2ND & 3RD STORY NEW ENTRY & EXIT STAIRS FR DWG. FACADE WK @(E)BLDG. INTERIOR REMODEL (E) EFFICIENCY DWG UNIS. VERT. ADDITION OF 4/F MEZZ W/2 NEW DWGS. FIRE SPRINKLERS & ELECT WRK VIA SEPERATE PERM	825000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			EJARDINE	Ross Levy	Ross Levy									(37.7635803223, -122.4199752808)
Resident	APN 4040025	333 PENNSYLVANIA AV		TRUE	CONSTRUCTION	03/17/2017 12:00:00 AM	2	2							2013.1512	Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a new two-family residence on a vacant lot.  	201306129341	ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING	1620000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS				Showplace Square & Potr	RH-2	Residential	RH-2	40-X	10		(37.7621002197, -122.3932189941)
Resident	APN 0491002A	3347 FILLMORE ST		FALSE	BP Filed	04/18/2017 12:00:00 AM	2	2		0							201704184211	TO ERECT A (4) STORY, TYPE 1A, 2-UNIT RESIDENTIAL AND RETAIL BUILDING.	2250000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.8004646301, -122.4364318848)
Resident	APN 3608023	3374 - 3376 21ST ST		FALSE	BP FILED	12/11/2015 12:00:00 AM	6	2							2016-000196PRJ	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	201512114912	ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.	20000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			SJIMENEZ	3374-3376 21ST STREET LLC 	3374-3376 21ST STREET LLC									(37.7570495605, -122.422744751)
Resident	APN 1407009	345 26TH AV		FALSE	BP Filed	05/25/2017 12:00:00 AM	4	2		0							201705257655	ADD UNIT PER ORDINANCE NO.162-16. INSTALL (1) NEW GROUND FLOOR DWELLING UNIT . REFRENCE LEGALIZATION	60000		APARTMENTS	0	0			0			0			0			0			0			0												(37.7829017639, -122.4863433838)
Resident	APN 1672018	874 30TH AV		TRUE	BP ISSUED	01/26/2009 12:00:00 AM	2	1									200711289065	(N) THIRD FLOOR VERTICAL ADDITION (2ND UNIT). RELOCATE GARAGE DOOR & ENTRANCE. EXPAND & RECONFIGURE 1ST FLOOR, ADD A SECOND UNIT. RECONFIGURE 2ND FLOOR. A (N) THIRD FLOOR (VERTICAL ADDITION) EXPAND (E) DRIVEWAY & (N) LANDSCAPING.	558000	1 FAMILY DWELLING	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			ASTARR				Rest of City	RH-2	Residential	RH-2	40-X	1		(37.7728309631, -122.4892501831)
Resident	APN 0792007A	345 FULTON ST		TRUE	BP APPROVED	10/25/2016 12:00:00 AM	31	2							2015-009186PRJ	A REMODEL OF THE 1ST FLOOR TO INCLUDE 2 NEW STUDIO UNITS TO THE REAR. RELOCATION OF THE BOILER ROOM & LAUNDRY ROOM, GAS METERS & ELECTRICAL METERS. ENTIRE 1ST FLOOR MUST BE SPRINKLERED TO NFPA 13. FIRE ALARM AND SPRINKLER SYSTEM UNDER SEPARATE APPLICATION	201507070775	A REMODEL OF THE 1ST FLOOR TO INCLUDE 2 NEW STUDIO UNITS TO THE REAR. RELOCATION OF THE BOILER ROOM & LAUNDRY ROOM, GAS METERS & ELECTRICAL METERS. ENTIRE 1ST FLOOR MUST BE SPRINKLERED TO NFPA 13.  FIRE ALARM AND SPRINKLER SYSTEM UNDER SEPARATE APPLICATIO	324211	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			JIMENEZS		345 FULTON C1 LLC									(37.7785758972, -122.4224472046)
Resident	APN 5744075	347 CRESCENT AV		TRUE	BP ISSUED	01/28/2015 12:00:00 AM	2	2									200806043667	CONSTRUCTION OF NEW 2 UNIT RESIDENTIAL BLDG IN A VACANT LOT	600000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON				Rest of City	RH-2	Residential	RH-2	40-X	9		(37.7351608276, -122.4177780151)
Resident	APN 3588001C	3527 18TH ST		TRUE	CONSTRUCTION	04/27/2017 12:00:00 AM	10	2							2011.0527	add two units to (e) 8 unit building	201403271860	"COMPLIANCE WITH NOV# 201070246. REMOVE 2 PARKING GARAGES TO ACCOMODATE 2 RESIDENTIAL UNITS @ GROUND LEVE. TO LEGALIZE UNITS.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **"	110000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			DSANCHEZ	Reza Khoshnevisan	Reza Khoshnevisan	922-0200x108	Mission	RTO	Residential	RTO-Mission	55-X	8		(37.7614784241, -122.4222412109)
Resident	APN 0114036	357 UNION ST		FALSE	BP Filed	05/01/2017 12:00:00 AM	3	2		0							201705015312	COVERT 1 UNIT BUILDING INTO 3 UNIT BUILDING . ADD TWO STORIES ABOVE THE (E) TWO STORIES. ADDING 4 BA	385000		APARTMENTS	0	0			0			0			0			0			0			0												(37.8007392883, -122.4053726196)
Resident	APN 1453013	363 21ST AV		TRUE	BP ISSUED	03/24/2015 12:00:00 AM	3	2							2013.0826	Demo existing structure and construct a new 4-story 3-unit building	201306210141	ERECT 4-STORY, 3-UNIT DWELLING RESIDENCE	1200000		APARTMENTS	0	0	0			0			0			0			0			0			GCABRERO				Geary Better Neighborhood	RM-1	Residential	RM-1	40-X	1		(37.7810287476, -122.4808349609)
Resident	APN 1246018	38 BELVEDERE ST		TRUE	CONSTRUCTION	06/12/2017 12:00:00 AM	8	2							2016-006866PRJ	PER ORDINANCES 30-15. 1ST FLOOR UNIT ADDITION/ALTERNATION, DEMO STORAGE SPACE, PROVIDE ONE STUDIO APARTMENT, AND ONE 2 BEDROOMS APARTMENT. WORK DONE IN CONJUNCTION W/ SEISMIC STRENGTHENING SEPARATE PERMIT UNDER PA# 2016/05/16/7509.	201605137452	PER ORDINANCES 30-15. 1ST FLOOR UNIT ADDITION/ALTERATION, DEMO STORAGE SPACE, PROVIDE ONE STUDIO APARTMENT, AND ONE 2 BEDROOMS APARTMENT. WORK DONE IN CONJUNCTION W/ SEISMIC STRENGTHENING SEPARATE PERMIT UNDER PA# 2016/05/16/7509.	350000	APARTMENTS	APARTMENTS	0	0	0			0			0			0			0			0			ALEXANDE	DRIES PAUL G DRIES	DRIES PAUL G									(37.7691688538, -122.44921875)
Resident	APN 6580035	4043 CESAR CHAVEZ ST		TRUE	BP ISSUED	09/12/2017 12:00:00 AM	2	2							2016-000075PRJ	Demolition of a 2-story Single Family Dwelling and new construction of a 4-story two-family dwelling unit building.	201512215657	CONSTRUCT (N) 4 STORIES, NO BASEMENT, 2 UNITS DWELLING RESIDENCE.	650000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			AHUISMAN	Selander Architects		4153354339								(37.7472610474, -122.430229187)
Mixres	APN 6506038	4143 24TH ST		FALSE	PL FILED	01/26/2016 12:00:00 AM	3	2							2016-001190PRJ	Change of use to re-establish a previous non-residential use at the ground floor.  A two story horizontal and vertical addition at the rear of the building.  Creating two additional two-bedroom dwelling units.  Removal of one parking space to change use f	201703101258	CHANGE OF USE. HORIZONTAL & VERTICAL ADDITION. CONVERT GARAGE & LOWER UNIT INTO A DENTAL OFFICE. EXTEND TOWARD THE REAR AND UPWARD FOR 3 RESIDENTIAL UITS ON TOP.	100000	2 FAMILY DWELLING	APARTMENTS	1297	1297	0			0	1297	1297	0			0			0			0			JHORN	Heston Chau Architect		4155678800								(37.7509918213, -122.4350662231)
Resident	APN 1538036	4221 GEARY BL		TRUE	BP ISSUED	12/19/2016 12:00:00 AM	3	2							2015-001085PRJ	Vertical addition (add two stories to 2-story mixed use bldg); REMODEL (E) 1ST & 2ND FL, ADD 2 (N) RESIDENTIAL UNIT ON TOP OF (E) BLDG.	201503160999	REMODEL (E) 1ST & 2ND FL, ADD 2 (N) RESIDENTIAL UNIT ON TOP OF (E) BLDG (VERTICAL ADDITION).	876200	1 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			LAJELLO	Jason Chan										(37.7806892395, -122.4647064209)
Resident	APN 1456003	423 24TH AV		TRUE	CONSTRUCTION	08/31/2017 12:00:00 AM	3	2							2014.0957	Vertical addition, add two dwelling units.	201405155866	REMODEL OF THE ENTIRE RES'D BLDG TO CONVERT A ONE UNIT RES'D BLDG INTO A THREE DWELLING UNIT RES'D BLDG. A VERTICAL ADDITION WILL BE ADDED TO MAKE THE (E) TWO FLOORS INTO FOUR FLOORS. ALSO PROPOSED IS A ROOF DECK AND TWO BALCONIES FOR THE SECOND AND THIRD	855000	1 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			FARRENSW	Yakuh Askew				RM-1	Residential	RM-1	40-X			(37.7815666199, -122.4841003418)
Resident	APN 0818048	447 - 453 LINDEN ST		TRUE	CONSTRUCTION	03/22/2016 12:00:00 AM	2	2							2010.0457	Construction of a new two-unit, 4-story residential structure on the existing vacant lot.	200912304034	construct new 4-story, 2-unit building.	400000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			CGROB				Market-Octavia	RTO	Residential	RTO	40-X	5		(37.7759590149, -122.4253234863)
Resident	APN 3732088	451 - 453 TEHAMA ST		FALSE	PL FILED	03/16/2017 12:00:00 AM	6	2							2016-000413PRJ	Proposed excavation @ basement level to add two (N) dwelling units to (E) four dwelling unit building. (N) exterior stairway at front of building for access to basement level.						0	0																				Brian Kaufman Design	Brian Kaufman	4152796795								(37.7800178528, -122.4054489136)
Resident	APN 1462031	460 31ST AV		TRUE	CONSTRUCTION	08/07/2017 12:00:00 AM	2	2							2014-003232PRJ	Demolish existing non-historic single family dwelling. Construct new 4-story over basement two-family dwelling with 4 parking spaces	201412184051	TO ERECT 4 STORIES, 1 BASEMENT, 2 FAMILIES DWELLING BLDG.	1418000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			BBENDIX	Gabriel Ng + Architects, Inc.		4156828060								(37.7806282043, -122.4908905029)
Resident	APN 1456013	471 24TH AV		TRUE	BP REINSTATED	02/20/2013 12:00:00 AM	3	2							2012.0132	Demo an existing single family building and construct a four story, 4 unit, multi-family dwelling	201301298999	VERTICAL & hORIZONTAL ADDITION TO (E) BUILDING TO BECOME 4 STORY, 3 FAMILY DWELLINGS. REFERENCE TO ENVIRONMENTAL EVALUATION REVIEW APP#2012.0132E.	500000	1 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			BBENDIX				Geary Better Neighborhood	RM-1	Residential	RM-1	40-X	1		(37.78074646, -122.4840393066)
Resident	APN 1545004	515 02ND AV		TRUE	BP ISSUED	09/28/2017 12:00:00 AM	4	2							2016-003023PRJ	ADD ONE ACCESSORY DWELING UNIT TO AN (E) TWO UNIT-DWELLING PER ORDINANCE NO. 30-15. VOLUNTARY SEISMIC P/A#201510079130.	201602250572	ADD TWO UNITS TO (E) 2 UNITS PER ORDINANCE NO. 30-15. VOLUNTARY SEISMIC P/A#201510079130. ADD TWO BEDWOOMS, ONE FULL BATH, KITCHEN & LIVING ROOM ON 1 ST FLOOR PER PLAN.	50000	2 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			JIMENEZS	LEE ALFRED ALFRED	LEE ALFRED									(37.7789306641, -122.4601211548)
Resident	APN 1504001L	530 41ST AV		FALSE	BP FILED	12/28/2016 12:00:00 AM	4	2							2017-000576PRJ	"LEGALIZE UNITS BY PROGRAM REQUIREMENTS PER ORDINANCE NO 43-14.
ADDITION UNITS PER ORDINANCE 162-16."	201612286024	ADDITION UNITS PER ORDINANCE 162-16.	500	2 FAMILY DWELLING	APARTMENTS	0	0																			JIMENEZS	Svetlana Zhurenkova		4153076381								(37.7786369324, -122.5014953613)
Resident	APN 4101004	534 TEXAS ST		TRUE	BP ISSUED	02/13/2017 12:00:00 AM	2	2							2012.1127	Demo existing single family unit building & construct 4 story 2 family dwelling with off street parking	201112301504	ERECT NEW 3 STORY, 1 BASEMENT, TYPE 5A, 2 FAMILY DWELLING UNIT BUILDING.	850000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJACKSON				Showplace Square & Potr	RH-2	Residential	RH-2	40-X	10		(37.7595291138, -122.3955764771)
Resident	APN 2628026	560 ROOSEVELT WY		TRUE	CONSTRUCTION	07/26/2017 12:00:00 AM	2	2							2011.0932	 Construct new two-unit residential building	201108263406	ERECT 3-STORY TYPE V 2-UNIT RESIDENCE NEW BUILDING.  SPRINKLERS UNDER SEPARATE PERMIT	800000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			DVU				Rest of the City	RH-2	Residential	RH-2	40-X	8		(37.7625694275, -122.4449310303)
Resident	APN 1505014	579 39TH AV		TRUE	CONSTRUCTION	08/31/2017 12:00:00 AM	2	2							2012.1568	Demo existing building and new construction	201307151829	ERECT 3 STORIES, 1 BASEMENT,2 DWELLING UNITS.	1000000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SVELLVE				Geary Better Neighborhood	RH-2	Residential	RH-2	40-X	1		(37.7778816223, -122.4999542236)
Resident	APN 4008003	580 DE HARO ST	596 DE HARO ST	TRUE	BP ISSUED	12/28/2016 12:00:00 AM	2	2			Fee Payment		Ownership		2013.1671	The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential bu	201402269328	ERECT 4-STORY, TYPE V, NO BASEMENT, 2 DWELLING UNITS BUILDING.	724700		2 FAMILY DWELLING	0	0																			AA CONV											(37.7625656128, -122.4016952515)
Resident	APN 4008003	580 DE HARO ST	1916 18TH ST	TRUE	CONSTRUCTION	03/31/2017 12:00:00 AM	2	2			Fee Payment		Ownership		2013.1671	The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential bu	201402269332	ERECT 4-STORY, TYPE V, NO BASEMENT, 2 DWELLING UNITS BUILDING.	707000		2 FAMILY DWELLING	0	0																			AA CONV											(37.7625656128, -122.4016952515)
Resident	APN 4008003	580 DE HARO ST	562 DE HARO ST	TRUE	BP ISSUED	04/04/2017 12:00:00 AM	2	2			Fee Payment		Ownership		2013.1671	The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential bu	201402269331	ERECT 3-STORY, 1 BASEMENT, TYPE V, 2 FAMILY DWELLING UNITS BUILDING.	1030000		2 FAMILY DWELLING	0	0																			AA CONV											(37.7625656128, -122.4016952515)
Resident	APN 4008003	580 DE HARO ST	586 DE HARO ST	TRUE	BP ISSUED	04/12/2017 12:00:00 AM	2	2			Fee Payment		Ownership		2013.1671	The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential bu	201402269324	ERECT 3-STORY, 1 BASEMENT, TYPE V, 2 DWELLING UNITS BUILDING.	762000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			AA CONV	Kevin Dill	Kevin Dill	415-254-4790		RH-2	Residential	RH-2	40-X	10		(37.7625656128, -122.4016952515)
Resident	APN 4008003	580 DE HARO ST	568 DE HARO ST	TRUE	BP ISSUED	04/12/2017 12:00:00 AM	2	2			Fee Payment		Ownership		2013.1671	The proposed project would include demolition of 6 residential buildings and one office building, subdivide the property lot into 7 lots (3 - 25 x 100 lots and 4 - 25 x 75 lots), and build two 2-unit residential building and 5 single-family residential bu	201402269329	ERECT 3-STORY, 1 BASEMENT, TYPE V, 2 FAMILY DWELLING UNITS BUILDING.	775000		2 FAMILY DWELLING	0	0																			AA CONV											(37.7625656128, -122.4016952515)
Resident	APN 6472022	5875 MISSION ST		FALSE	BP FILED	12/31/2013 12:00:00 AM	3	2									201312315336	HORIZONTAL & VERTICAL ADDITION, ADD THREE STORIES TO EXISTING SINGLE STORY STRUCTURE. CONVERT EXISTING GARAGE TO ONE COMMERCIAL STORE AT GROUND FLOOR AND 3 RESIDENTIAL UNITS IN THE BUILDING.	600000	1 FAMILY DWELLING	1 FAMILY DWELLING	0	0	0			0			0			0			0			0			DWASHING					NC-2	Mixed Use	NC-2	40-X	11		(37.7086906433, -122.4517745972)
Resident	APN 4102051	589 TEXAS ST		FALSE	BP FILED	03/22/2016 12:00:00 AM	2	2							2016-004478PRJ	Demolition of a two-story single family dwelling and new construction of a four-story two-family dwelling.	201603222710	TO ERECT 4 STORIES, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING.	325000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			DVU	WONG REGINALD WONG	WONG REGINALD									(37.7589797974, -122.3948974609)
Resident	APN 3534107	59 ROSEMONT PL		FALSE	BP FILED	12/21/2016 12:00:00 AM	4	2							2017-000561PRJ	ADD TWO NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF THE GARAGE AND BASEMENT SPACE PER ORDINANCE# 162-	201612215556	ADD TWO NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF THE GARAGE AND BASEMENT SPACE PER ORDINANCE# 162-16.	100000	2 FAMILY DWELLING	APARTMENTS	0	0																			PANTOJAG	CORNELIS SWINKELS/MARGARET ODRISCOL	CORNELIS SWINKELS/MARGARET ODRISCOL									(37.7684288025, -122.4253311157)
Resident	APN 3996006	690 TENNESSEE ST		FALSE	BP FILED	02/19/2016 12:00:00 AM	2	2							2016-002809PRJ	CHANGE OF USE FROM 2-STORY WAREHOUSE TO 3-STORY 2-UNIT RESIDENTIAL	201602190032	CHANGE OF USE FROM 2-STORY WAREHOUSE TO 3-STORY 2-UNIT RESIDENTIAL	785000	WAREHOUSE,NO FRNITUR	2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SOUTHEAS	KADISH FAMILY PTNRSHP PTNRSHP	KADISH FAMILY PTNRSHP									(37.7631645203, -122.3900604248)
Resident	APN 4078018	701 HAMPSHIRE ST		FALSE	BP FILED	01/24/2017 12:00:00 AM	8	2							2017-001225PRJ	"CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCESS"	201701247741	"CREATE 2 NEW DWELLING UNITS @ GROUND FLR ENCLOSED CARPORT SPACE. VERTICAL ADDITION 2 UPPER UNITS DESIGNATED ""CONFORMING UNITS"" EXPANDED TO (N) 4TH STORY. (4) (E) UNIT INTERIOR SIZE TO REMAIN THE SAME. GARAGE FOR (1) CAR & (7) BICYCLE PARKING SPACES ACCESS"	495000	APARTMENTS	APARTMENTS	0	0																			SAMONSKY	Troy Kashanipour Architecture		4154310869								(37.76039505, -122.4078598022)
Resident	APN 2755017C	711 CORBETT AV		FALSE	BP FILED	05/03/2016 12:00:00 AM	3	2							2016-001185PRJ	Proposed vertical & horizontal addition to (E) 1-unit residence to create (N) 3-unit building.	201605036398	THE PROJECT PROPOSES VERTICAL & HORIZONTAL ADDITIONS TO THE (E) 1 UNIT RESIDENCE, TRANSFORMING IT INTO A 3-UNIT BUILDING, ROOF DECKS TO BE PROVIDED. FIRE SPRINKLERS SYSTEM AND SEISMIC UPGRADE TO BE PROVIDED.	921931	1 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			TRANNANC	Hennessey Architect	Michael Hennessey	415-512-1559								(37.7554931641, -122.4424209595)
Resident	APN 6250007B	75 LELAND AV		FALSE	BP FILED	06/29/2015 12:00:00 AM	2	2									201506290164	REAR BLDG - ERECT 2-STORY, TYPE 5, 1 DWELLING UNIT BUILDING.	300000		1 FAMILY DWELLING	0	0	0			0			0			0			0			0			JSPEIRS											(37.7113265991, -122.4055404663)
Resident	APN 0846018	776 HAIGHT ST		FALSE	BP FILED	02/16/2016 12:00:00 AM	3	2							2016-002509PRJ	VERTICAL & HORIZONTAL ADDITION TO (E) 2 STORY BLDG. ADD 2 ADDITIONAL LEVELS (2 ADDITIONAL UNITS) ADDING STORAGE AT GROUND LEVEL BEHIND COMM'L FOR RESIDENTIAL USE, NEW STORE FRONT TO BE MODIFIED	201602169700	VERTICAL & HORIZONTAL ADDITION TO (E) 2 STORY BLDG. ADD 2 ADDITIONAL LEVELS (2 ADDITIONAL UNITS) ADDING STORAGE AT GROUND LEVEL BEHIND COMM'L FOR RESIDENTIAL USE, NEW STORE FRONT TO BE MODIFIED	150000	1 FAMILY DWELLING	APARTMENTS	0	0	0			0			0			0			0			0			LAJELLO	MICHEL I & SUHAILA M ALARAJ 2000 RE	MICHEL I & SUHAILA M ALARAJ 2000 RE									(37.7717819214, -122.434967041)
Resident	APN 0321030	781 OFARRELL ST		FALSE	BP FILED	12/21/2016 12:00:00 AM	32	2							2017-000286PRJ	SITE PERMIT TO ADD TWO NEW ACCESSORY DWELLING UNITS TO THE BASEMENT LEVEL PER ORDINANCE 162-16	201612215544	SITE PERMIT TO ADD TWO NEW ACCESSORY DWELLING UNITS TO THE BASEMENT LEVEL PER ORDINANCE 162-16	100000	APARTMENTS	APARTMENTS	0	0																			SADINA	781 OFARRELL STREET ASSOCIATES LP L	781 OFARRELL STREET ASSOCIATES LP									(37.7849998474, -122.4175109863)
Resident	APN 3637019B	792 CAPP ST		FALSE	BP FILED	02/01/2017 12:00:00 AM	3	2							2017-001283PRJ	Conditional use authorization to demolish an existing two-story single family home and construct a new four-story three dwelling unit building.	201702018360	CONSTRUCT (N) 4-STORY, NO BASEMENT, TYPE VB, MULTI-FAMILY 3-UNIT BUILDING.	900000		APARTMENTS	0	0																			MCHRISTE	Lucas Eastwood		4153410473								(37.7540969849, -122.4177856445)
Resident	APN 3569052	8 RONDEL PL		FALSE	BP FILED	02/04/2014 12:00:00 AM	2	2									201402047760	ERECT A TWO FAMILY DWELLING RESIDENTIAL BUILDING.	750000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			EJARDINE					RTO	Residential	RTO-Mission	45-X	9		(37.7644920349, -122.4213485718)
Resident	APN 1068003	80 BLAKE ST		TRUE	CONSTRUCTION	02/02/2017 12:00:00 AM	2	2									201306149612	ERECT NEW 4-STORY 2-FAMILY DWELLING BUILDING.	1110000		2 FAMILY DWELLING	0	0	0			0			0			0			0			0			SYOUNG				Geary Better Neighborhood	RH-2	Residential	RH-2	40-X	2		(37.782497406, -122.4509124756)
