PROJECT_TYPE	NAMEADDR	Alias	BESTSTAT	BESTDATE	Entitlement	PLN_CASENO	PLN_DESC	PROPUSE	BP_APPLNO	BP_DESC	UNITS	NET_UNITS	AFF_UNITS	NET_AFF_UNITS	SECTION415	TENURE_TYPE	TOTAL_GSF	NET_GSF	CIE	NET_CIE	MED	NET_MED	MIPS	NET_MIPS	PDR	NET_PDR	RET	NET_RET	VISIT	NET_VISIT	APPLICANT	CONTACT	CONTACTPH	COST	FirstFiled	PLANNER	APN	PLAN_AREA	PLN_DISTRICT	SUPE_DISTRICT	ZONING_SIM	ZONING_DISTRICT	ZONING_GEN	NEIGHBORHOOD	HEIGHT_DISTRICT	Location
Resident	2779 - 2783 FOLSOM ST		PL FILED	06/21/2016	0	2016-004120PRJ	Re-use of existing structure to create 6 new units of housing with 8 underground parking spaces and storage.  Each unit to have private outdoor space and common courtyard.				6	6	0	0			0	-17570	0	0	0	0	0	0	0	-17570	0	0	0	0			4155724159	$0.00	06/21/2016	RSUCRE	APN 3640025	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Mission	40-X	(37.75296499990, -122.41371255300)
Resident	278 11TH AV		BP FILED	07/05/2016	0			APARTMENTS	201607051512	UNIT LEGALIZATION ORDINANCE NO. 43-14. EXCAVATION THE FLOOR FOR FLOOR TO CEILING HEIGHT REQUIREMENT.	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$61000.00	07/05/2016		APN 1423025		Richmond	SUPERVISORIAL DISTRICT 1	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Inner Richmond	40-X	(37.78313526440, -122.46947230400)
Resident	2834 HARRISON ST		BP FILED	07/29/2016	0			2 FAMILY DWELLING	201607293739	LEGALIZATION OF EXISTING DWELLINIT UNIT. NEW PERMABLE AREA AT DRIVEWAY. NEW SMOKE DETECTOR/CARMON. D	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1500.00	07/29/2016		APN 6522008	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Mission	40-X	(37.75201177600, -122.41217847300)
Resident	2782 FOLSOM ST		BP FILED	05/20/2014	0			APARTMENTS	201405206278	REAR HORIZONTAL & VERTICAL ADDITION. ADD 2920 SQ. FT. TO (E) BUILDING. INCREASE UNIT FROM 6 UNITS TO 10 UNITS. RENOVATE (E) UNITS KITCHENS & BATHS. CHANGE TYPE 5B TO TYPE 5A CONSTRUCTION & TO SPRINKLER THROUGHOUT.	10	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1200000.00	05/20/2014	DVU	APN 3641010C	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	40-X	(37.75272206700, -122.41445354900)
Resident	2783 DIAMOND ST		BP FILED	04/13/2016	0	2016-005252PRJ	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	1 FAMILY DWELLING	201604134699	TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$378000.00	04/13/2016	CTOWNES	APN 6742027A		Central	SUPERVISORIAL DISTRICT 8	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Glen Park	40-X	(37.73497903950, -122.43356504900)
Resident	2785 SAN BRUNO AV		BP FILED	04/23/2015	0			2 FAMILY DWELLING	201504234413	CONSTRUCT (N) 4-STORY, MIXED-USED, COMMERCIAL & RESIDENTAL BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$750000.00	04/23/2015	JSPEIRS	APN 5450018		South Central	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Excelsior	40-X	(37.72667404230, -122.40292265100)
Resident	279 MONTEREY BL		CONSTRUCTION	10/07/2015	1	2008	Demoiltion of existing single-family residence.	2 FAMILY DWELLING	200906261414	TO ERECT 4 STORY, 1 BASEMENT, 2 FAMILY DWELLING UNITS.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$971000.00	03/25/2008	WANG TOM	APN 6771032		Ingleside	SUPERVISORIAL DISTRICT 7	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Outer Mission	40-X	(37.73128156150, -122.44152752400)
Mixres	2799 24TH ST		PL FILED	06/18/2015	0	2014	Existing laundrymat building will be demolished.  New 8-unit 5-story mixed use residential building will be constructed.  First floor level (street level) will contain 2 commercial spaces and the residential lobby with a bicycle storage.  Four stories ab	APARTMENTS	201608296214	TO ERECT 5 STORIES, NO BASEMENT, TYPE I-B ON 1ST STORY WITH TYPE V-B,     7 UNITS RESIDENTIAL & COMMERCIAL BUILDING.	7	7	0	0			2056	-269	0	0	0	0	0	0	0	0	2056	-269	0	0				$1440000.00	08/15/2014	AA CONV	APN 4266035	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	55-X	(37.75264806450, -122.40802206100)
Mixres	280 07TH ST		PL FILED	08/18/2016	0	2016-004946PRJ	Demolition of existing vacant two story nightclub and construction of a new six-story, mixed use residential buildings. The building shall consist of five residential levels, with a ground level commercial space above a basement garage. See attached proj				15	15	0	0			6043	-207	0	0	0	0	0	0	4259	4259	1784	-4466	0	0				$0.00	04/25/2016		APN 3730290	Western SoMa (EN); South of Market	South of Market	SUPERVISORIAL DISTRICT 6	WMUG	WSOMA MIXED USE-GENERAL	Mixed Use	South of Market	65-X	(37.77689505350, -122.40836706300)
Resident	2800 ARELIOUS WALKER DR	CANDLESTICK POINT	BP FILED	08/29/2016	1			APARTMENTS	201608296272	TO ERECT 3 STORIES, NO BASEMENT, TYPE V, 31 UNITS APARTMENTS WITH PARKING. ** MAHER: N/A **	31	31	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$14000000.00	08/29/2016		APN 4884026	Bayview Hunters Point; Candlestick Point	South Bayshore	SUPERVISORIAL DISTRICT 10	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Bayview	CP	(37.71898649490, -122.38600417300)
Mixres	2800 SLOAT BL		CONSTRUCTION	09/26/2016	1	2005	Demolition of existing buildings and construction of three new five-story buildings with a total of 55 dwelling units, 48 parking spaces in an underground parking garage, 26,000 gsf of ground floor retail, and 34 covered spaces for the commercial use.	APARTMENTS	201402047761	TO ERECT 5 STORIES, 1 BASEMENT, 56 UNITS RESIDENTIAL OVER COMMERCIAL, MIXED USED BUILDING.	56	56	1	1	On-site BMR Project	Ownership	22779	6435	0	0	0	0	0	0	0	0	22779	22779	0	-16344	Kieran O'Carroll	Rachel Hamilton	510-547-6914	$30000000.00	07/19/2007	KCONNER	APN 2515001	Western Shoreline	Outer Sunset	SUPERVISORIAL DISTRICT 4	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Parkside	100-A	(37.73585377390, -122.50473733200)
Resident	2806 VAN NESS AV		BP FILED	11/18/2014	0			APARTMENTS	201411181835	REAR ADDITION CONST 4 STORY STRUCTURE, 1ST FL, OFFICE. 2ND FL, 1 BEDRM, 1 BATHRM, LIVING ROOM & KITCHEN. 3RD & 4TH FL; 2 BEDROOMS, 1 LIVING ROOM, 1 BATHROOM, 1 KITCHEN. 4TH FL DECKS AR NOT INCLUDED IN SQ FOOTAGE CAL LESS THAN 70% OF THE PREIMETER IS ENCL	3	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$200000.00	11/18/2014	ABRASK	APN 0499004	Van Ness Corridor	Northeast	SUPERVISORIAL DISTRICT 2	RC-3	RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY	Mixed Use	Russian Hill	65-A	(37.80162557060, -122.42418820800)
Resident	2829 25TH ST		BP FILED	04/22/2015	0			APARTMENTS	201504224286	HORIZONTAL & VERTICAL ADDITION TO A SINGLE FAMILY BUILDING FOR 4 RESIDENTIAL UNITS INCLUDING (N) BATHROOMS, BEDROOMS & KITCHENS FOR ALL UNITS.	4	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$800000.00	04/22/2015	DISALVOJ	APN 4276028	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Mission	40-X	(37.75105501930, -122.40670710600)
Resident	2832 UNION ST		BP FILED	11/02/2015	0			1 FAMILY DWELLING	201511021455	CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1300000.00	11/02/2015	BBENDIX	APN 0948003A		Marina	SUPERVISORIAL DISTRICT 2	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Marina	40-X	(37.79600876740, -122.44609762700)
Resident	2851 FILBERT ST		CONSTRUCTION	09/08/2016	1	2010	Rehabilitation and alteration of historic cottage located on the rear of the property line and proposed new construction of a residential building located on the primary elevation of the lot.	1 FAMILY DWELLING	201205251254	TO ERECT 3 STORIES, 1 BAEMENT, SINGLE FAMILY, TYPE V NEW BUILDING.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	William Pashelinsky	William Pashelinsky	379 - 3676	$1025000.00	08/23/2010	MCORRETT	APN 0948018		Marina	SUPERVISORIAL DISTRICT 2	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Marina	40-X	(37.79638372950, -122.44636202200)
Resident	2855 FILBERT ST		BP FILED	10/04/2013	0			1 FAMILY DWELLING	201310048576	ERECT TYPE 5 3-STORY SINGLE FAMILY RESIDENCE.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$800000.00	10/04/2013	BBENDIX	APN 0948029		Marina	SUPERVISORIAL DISTRICT 2	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Marina	40-X	(37.79637997510, -122.44645778300)
Resident	2855 FOLSOM ST		BP APPROVED	09/26/2016	1			APARTMENTS	201511031542	PROPOSED CONVERSION OF (E) STORAGE @ 1ST FLLOR & (E) ATTIC AREA TO CONDITIONED LIVING SPACE TO ACCOMMODATE ONE ADDITIONAL UNIT (UNIT# 3) ADDING 3 BEDROOMS & 3 BATH. PROPOSED FLOOR PLANS MODIFICATIONS. ALL WORK TO BE PERFORMED WITHIN (E) BOUNDARY OF THE B	3	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$400000.00	11/03/2015	YEUNGMIN	APN 6521031	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Mission	40-X	(37.75171546320, -122.41366810200)
Resident	287 11TH AV		BP ISSUED	07/18/2011	1			APARTMENTS	201009241614	(REAR BLDG) TO ERECT 3 STORIES, SINGLE FAMILY RESIDENT.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$250000.00	09/24/2010	GCABRERO	APN 1422016		Richmond	SUPERVISORIAL DISTRICT 1	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Inner Richmond	40-X	(37.78304346560, -122.47012692700)
Resident	287 CRESTA VISTA DR		CONSTRUCTION	04/21/2015	1			1 FAMILY DWELLING	201302069581	ERECT 2-STORY, NO BASEMENT, TYPE 5, SINGLE FAMILY DWELLING BLDG.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$614225.00	02/06/2013	JLOOK	APN 2993088		Ingleside	SUPERVISORIAL DISTRICT 7	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	West of Twin Peaks	40-X	(37.73565101080, -122.45362856400)
Resident	2877 FOLSOM ST		BP ISSUED	08/25/2016	1			1 FAMILY DWELLING	201412012693	CONSTRUCT (N) 4-STORY SINGLE FAMILY DWELLING RESIDENCE.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$893600.00	12/01/2014	JSPEIRS	APN 6521025	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Mission	40-X	(37.75129782330, -122.41362854200)
Mixres	2881 MISSION ST		CONSTRUCTION	02/11/2016	1	2014	Variance request to the rear yard requirement to accomodate the change of density from two units to four over commercial use in NCT.	APARTMENTS	201212045418	IN 2ND FLOOR CONVERT EXTG OFFICE INTO 2 ONE-BEDROOM UNITS. CHANGE OF OCCUPANCY FROM R-3/F-1/B TO (4-UNIT)R-2/F-1/B.  NEW STAIR NEW STAIRWAY PENTHOUSE AND NEW ROOF DECK.  DEMO BEDROOM ON 3RD FLOOR.	4	2	0	0			1484	-1010	0	0	0	0	873	-1010	391	0	220	0	0	0	Dianda Bros Investments	Gordon Atkinson	415 731 9927	$210000.00	12/04/2012	EJACKSON	APN 6517022	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	80-B	(37.75096691500, -122.41797625600)
Resident	2882 - 2890 GEARY BL		BP ISSUED	02/05/2014	1	2011	Rear yard variance	APARTMENTS	201106027305	CONVERSION OF TWO EXISTING OFFICE INTO TWO RESIDENTIAL APARTMENT UNIT, UNIT #1 1,499 SQ FT, UNIT #2 527 SQ FT. UNDER SEPARATE PERMIT FOR INSTALLING FIRE SPRINKLER SYSTEM FOR THE ENTIRE BUILDING PA# 2013/07/05/1236.	7	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lam Chan	Lam Chan	415-440-4543	$50000.00	06/02/2011	CLAMOREN	APN 1069045		Richmond	SUPERVISORIAL DISTRICT 2	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	Presidio Heights	40-X	(37.78237977520, -122.44986346900)
Mixres	2895 SAN BRUNO AV		BP ISSUED	08/19/2013	1	2010	convert gas station to 5 four story mixed use buildings on 11,250 sqft lot. The project would include new construction of a 5 four-story mixed-use buildings with 10 residential units, 4,230 sq.ft. of retail, and 6,748 sq.ft. of office.	2 FAMILY DWELLING	201209270766	TO ERECT 4 STORIES, 2 OFFICES, 1 COMMERCIAL RETAIL & 2 FAMILY DWELLINGS BUILDING.	10	10	1	1	On-site BMR Project	Ownership	10978	10978	0	0	0	0	6748	6748	0	0	4230	4230	0	0				$975000.00	07/29/2010	BFU	APN 5457037		South Central	SUPERVISORIAL DISTRICT 9	NC-2	NEIGHBORHOOD COMMERCIAL, SMALL SCALE	Mixed Use	Excelsior	40-X	(37.72554114870, -122.40244871400)
Resident	2909 BUSH ST		CONSTRUCTION	07/20/2016	1	2013	Rear yard & parking variance to expand existing rear cottage and create 2nd dwelling unit	1 FAMILY DWELLING	201405125497	(REAR BUILDING) RESPONSE TO DBI COMPLAINT # 201266581 & FOLLOW UP WITH PLANNING DEPT. DECISION ON VARIANCE CASE # 20130129 TO EXPAND  & CONVERT THE STRUCTURE AT THE REAR OF THE SUBJECT PROPERTY INTO A DWELLING UNIT.N/A MAHER	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Jeremy Paul	Jeremy Paul	415-552-1888	$93000.00	02/05/2013	KBURNS	APN 1055021		Richmond	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Western Addition	40-X	(37.78507902520, -122.44552266800)
Resident	2913 CALIFORNIA ST		BP FILED	05/17/2016	0			2 FAMILY DWELLING	201605177569	VERTICAL & HORIZONTAL ADDTION TO A 1 STORY, SINGLE FAMILY DWELLING TO BECOME 3 STORY, 2 UNITS RESIDENTAL, RAISE UP BUILDING TO OBTAIN CLEARANCE FOR ONE STORY AT (E) CRAWL SPACE.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$200000.00	05/17/2016	SVELLVE	APN 1029032		Western Addition	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Western Addition	40-X	(37.78747192230, -122.44268229000)
Mixres	2918 MISSION ST		PL FILED	01/08/2016	0	2014	Project involves the demolition of the existing retail building and surface parking lot and the construction of a new residential/retail building. The proposed building is 64' and six stories high. Approximately 18 parking spaces plus car share space.  1				55	55	7	7			5000	-500	0	0	0	0	0	0	0	0	5000	-500	0	0				$0.00	03/11/2014	SMENDRIN	APN 6529002	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	NCT	MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT	Mixed Use	Mission	65-B	(37.75031258140, -122.41853912400)
Resident	292 ARLETA AV		BP FILED	04/20/2015	0			1 FAMILY DWELLING	201504204018	CONSTRUCT (N) 2-STORY SINGLE FAMILY DWELLING UNIT.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$150000.00	04/20/2015	CLARKECO	APN 6234024		South Central	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Visitacion Valley	40-X	(37.71463115930, -122.40860102300)
Resident	2920 FRANKLIN ST		PL FILED	05/26/2016	0	2014-000550PRJ	Demolition of a 1922 single-family residence to be replaced by a four-story, two-unit residential building.	2 FAMILY DWELLING	201503201461	ERECT 4-STORY, NO BASEMENT, TYPE 5B, 2 DWELLING UNITS BUILDING.	2	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$800000.00	03/20/2015	BBENDIX	APN 0498020		Marina	SUPERVISORIAL DISTRICT 2	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Marina	40-X	(37.80153739180, -122.42599505200)
Resident	2921 VALLEJO ST		BP FILED	04/12/2016	1	2016-005171PRJ	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1 FAMILY DWELLING	201604124605	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		SIMON KURT N & KATHERINE L		$1500000.00	04/12/2016	BBENDIX	APN 0957020		Marina	SUPERVISORIAL DISTRICT 2	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Pacific Heights	40-X	(37.79370499610, -122.44554425500)
Resident	2930 ANZA ST		CONSTRUCTION	08/10/2016	1			2 FAMILY DWELLING	201504244517	HORIZONTAL EXTENSION ONLY OF ENLARGING AN (E) 2 STORIES. 1 UNIT RES'D BLDG TO A 2 UNITS RES'D BLDG. NO WORK AT FRONT OF BLDG. NO HEIGHT CHANGE. (E) 6 BEDROOMS (N) 6 BEDROOMS (E) 2 BATHS (N) 5 BATHS.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$310000.00	04/24/2015	FARRENSW	APN 1524018A		Richmond	SUPERVISORIAL DISTRICT 1	RM-1	RESIDENTIAL- MIXED, LOW DENSITY	Residential	Outer Richmond	40-X	(37.77862753190, -122.47988421400)
Resident	3215 SCOTT ST		CONSTRUCTION	10/08/2015	1			APARTMENTS	201410249901	CONVERT (E) 2ND FLR OFFICE/COMMERCIAL AREAS @ UNITS 3215B & 3215C TO TWO NEW RESIDENTIAL UNITS. ONE WITH 2 BEDRMS, 2 BATHS, LAUNDRY, KITCHEN AND LIVING/DINING AREA. 2ND NEW UNIT STUDIO W/KITCHEN,BATH,SLEEPING/LIV/DINING RM. PRIVATE DECK FOR EA. UNIT. CHA	5	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$208100.00	10/24/2014	AKIRBY	APN 0936020		Marina	SUPERVISORIAL DISTRICT 2	NC-3	NEIGHBORHOOD COMMERCIAL, MODERATE SCALE	Mixed Use	Marina	40-X	(37.79946013520, -122.44123814300)
Resident	2944 21ST ST		CONSTRUCTION	06/22/2016	1			APARTMENTS	201504103363	PROPOSED, REMOVE COMMERCIAL UNIT TO ACCOMMODATE TWO NEW RES'D UNIT . (UNIT#3 & 4.)LOWERING FLR AT NEW RES'D UNIT TO ACCOMMODATE A 2 STORY UNIT (UNIT #3 & 4). CAR LIFT FOR  NEW PARKING.  LEGALIZATION OF DWELLING UNIT INSTALLED W/O PERMIT PER ORD #43-14.RE	3	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$506000.00	04/10/2015	NKWIATKO	APN 3612017	Mission (EN)	Mission	SUPERVISORIAL DISTRICT 9	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	Mission	40-X	(37.75753710660, -122.41329986800)
Resident	2955 20TH AV		BP ISSUED	11/16/2015	1			2 FAMILY DWELLING	201506098540	LEGALIZE AND RENOVATE EXTG UNIT ON GROUND FLOOR INCLUDING 4 BEDROOMS, 2 BATH, FAMILY ROOM AND LIVING ROOM PER ORDINANCE 43-14	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$60000.00	06/09/2015	JIMENEZS	APN 7204004		Ingleside	SUPERVISORIAL DISTRICT 7	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Lakeshore	40-X	(37.73357305420, -122.47639698300)
Resident	2965 25TH AV		BP FILED	12/23/2015	0	2016-000221PRJ	LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14	2 FAMILY DWELLING	201512235880	LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$3000.00	12/23/2015	YEUNGMIN	APN 7209004B		Ingleside	SUPERVISORIAL DISTRICT 7	RH-1(D)	RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED	Residential	Lakeshore	40-X	(37.73316402790, -122.48131119100)
Resident	30 BLAKE ST		BP APPROVED	10/08/2014	1			2 FAMILY DWELLING	201404234009	VERTICAL ADDITION. REMODEL AND NEW UNIT TO BE ADDED UP TOP. ALSO INCL A 2-STORY ADDITION IN REAR. FOUNDATION OF EXISTING STRUCTURE TO BE RETROFITTED.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$290000.00	04/23/2014	SYOUNG	APN 1068014		Richmond	SUPERVISORIAL DISTRICT 2	RH-2	RESIDENTIAL- HOUSE, TWO FAMILY	Residential	Presidio Heights	40-X	(37.78324545620, -122.45105973200)
Resident	306 ARLETA AV		BP ISSUED	06/24/2016	1			2 FAMILY DWELLING	201506249813	LEGALIZATION OF IN-LAW UNIT.  757.8 SQ FT PRE-BUILT BASEMENT LEVEL WITHOUT PERMIT. SCOPE CONSISTS OF KITCHEN, 2-BEDROOMS & LIVING ROOM.	2	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$70000.00	06/24/2015	SAMONSKY	APN 6233003		South Central	SUPERVISORIAL DISTRICT 10	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Visitacion Valley	40-X	(37.71474160670, -122.40900763700)
Mixres	300 OCTAVIA ST (BP SET 1 OF 2)	300 / 310 / 320 /330 OCTAVIA ST	PL APPROVED	06/23/2016	1	2014-002330PRJ	The proposed project includes construction of two 5-story, approximately 55-foot-tall building with  a combined 24 residential units over ground floor commercial uses with bicycle parking.	APARTMENTS	200810013158	TO ERECT 16 DWELLING UNIT WITH 5 STORIES NEW BLDG(CONDO AND RETAIL)	12	12	1	1			1606	1606	0	0	0	0	0	0	0	0	1606	1606	0	0		City County of San Francisco Office	554-5395	$3250000.00	02/25/2015	CGROB	APN 0832025	Market and Octavia	Western Addition	SUPERVISORIAL DISTRICT 5	NCT	HAYES NCT	Mixed Use	Western Addition		(37.77509954950, -122.42403997100)
Resident	30 EDITH ST		BP REINSTATED	06/06/2014	1	2010	To construct a 9 ft. 10 inches wide addition to the east side and a two-story vertical addition to the existing two story single-family dwelling in an RH-3 district.  Revise as a one story vertical addition and a rear addition that extends to rear proper	APARTMENTS	200812319407	REMODEL (E) BLDG AND ADD ONE STORY INCLUDING ADD NEW STAIRS & ELEVATOR CONNECTING 1ST TO 3RD FLOOR. PROVIDE LIGHTWELL AT 3RD FLOOR TO MATCH (E) LIGHTWELL AT ADJACENT BLDG. NEW ROOF DECK & DECK AT 3RD FLOOR.	3	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$1047605.00	12/31/2008	MLUELLEN	APN 0077004		Northeast	SUPERVISORIAL DISTRICT 3	RH-3	RESIDENTIAL- HOUSE, THREE FAMILY	Residential	North Beach	40-X	(37.80290857100, -122.40860528700)
Mixres	30 OTIS ST		PL FILED	05/10/2016	0	2015-010013PRJ	"The proposed project consist of demolition of the existing buildings and construction of a new approximately 250-foot tall mixed use building (the ""Project"").  The Project will feature 354 dwelling units on the top of 26 floors of the building.  Approxim"				418	418	0	0			18263	-31737	13125	3125	0	0	0	-15000	0	-15000	5138	-4862	0	0				$0.00	09/28/2015	TCHANG	APN 3505016	Market and Octavia; Downtown	Mission	SUPERVISORIAL DISTRICT 6	C-3-G	DOWNTOWN- GENERAL	Commercial	South of Market	85-X	(37.77291691490, -122.41939483400)
Resident	300 - 308 UNIVERSITY ST (BLDG 1 OF 4)	300 UNIVERSITY ST	BP APPROVED	11/04/2015	1	2014	New construction of four single-family dwellings on four vacant lots.	1 FAMILY DWELLING	201407302503	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	Jeremy  Schaub	Jeremy  Schaub	682-8060x103	$650000.00	08/28/2014	EJASZEWS	APN 5991001		South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72634448910, -122.41426019000)
Resident	300 - 308 UNIVERSITY ST (BLDG 2 OF 4)	302 UNIVERSITY ST	BP APPROVED	11/05/2015	1	2014	New construction of four single-family dwellings on four vacant lots.	1 FAMILY DWELLING	201407302510	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$650000.00	07/30/2014	EJASZEWS	APN 5991001		South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72634448910, -122.41426019000)
Resident	300 - 308 UNIVERSITY ST (BLDG 3 OF 4)	306 UNIVERSITY ST	BP APPROVED	11/02/2015	1	2014	New construction of four single-family dwellings on four vacant lots.	1 FAMILY DWELLING	201407302511	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$650000.00	07/30/2014	EJASZEWS	APN 5991001		South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72634448910, -122.41426019000)
Resident	300 - 308 UNIVERSITY ST (BLDG 4 OF 4)	308 UNIVERSITY ST	BP APPROVED	11/04/2015	1	2014	New construction of four single-family dwellings on four vacant lots.	1 FAMILY DWELLING	201407302512	TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	1	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0				$650000.00	07/30/2014	EJASZEWS	APN 5991001		South Central	SUPERVISORIAL DISTRICT 9	RH-1	RESIDENTIAL- HOUSE, ONE FAMILY	Residential	Excelsior	40-X	(37.72634448910, -122.41426019000)
