PROJECT_TYPE	BLKLOT	NAMEADDR	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	CASENO	DESCRIPT	DBIDESC	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	RESTAURANT	RESTAURANTNET	VISIT_EXIST	VISIT	VISITNET	HOTEL_ROOM_EXIST	HOTEL_ROOM_PROP	HOTEL_ROOM_NET	PLANNER	SPONSOR	CONTACT	CONTACTPH	NEIGHBORHOOD	ZONING_SIM	ZONING_GEN	ZONING_DISTRICT	supervisor	PLAN_DISTRICT	PLAN_AREA	Location 1
Resident	0134025	1148 MONTGOMERY ST	No	BP FILED	09/21/2016 12:00:00 AM	3	1						2016-014090PRJ	REVISION TO PA 201508043285, ADD UNIT TO BECOME A HABITABLE ADDITION ON 1ST FL. NO CONNECTION TO 2ND FL. THE NEW UNIT INCLUDE 1 BEDROOM, 1 BATH, KITCHEN, LAUNDRY & LIVING AREA. UNIT AT 2ND FL TO BE REMODELED, NO WORK AT 3RD FL UNIT, EXTERIOR STAIRS OR ROO	REVISION TO PA 201508043285, ADD UNIT TO BECOME A HABITABLE ADDITION ON 1ST FL. NO CONNECTION TO 2ND FL. THE NEW UNIT INCLUDE 1 BEDROOM, 1 BATH, KITCHEN, LAUNDRY & LIVING AREA. UNIT AT 2ND FL TO BE REMODELED, NO WORK AT 3RD FL UNIT, EXTERIOR STAIRS OR ROO	0	0																	0							SSKANGOS	Hood Thomas Architects		4155435005	North Beach	RH-3	Residential	RH-3	3	3 - Northeast		(37.7998924255, -122.4039535522)
Resident	6571017	1153 CAPP ST	No	BP FILED	05/31/2016 12:00:00 AM	2	1								TO LEGALIZATION OF DWELLING UNITS PER ORDINANCE 43-14. ADD STOVE & ASSOCIATED PIPING TO LEGALIZE IN LAW.	0	0	0			0			0			0			0				0	0						CAMPBELL				Mission	NCT	Mixed Use	NCT-MISSION	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.74842453, -122.4172973633)
Resident	5618007	116 ELSIE ST	Yes	CONSTRUCTION	04/26/2017 12:00:00 AM	1	1								TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.	0	0	0			0			0			0			0					0						MPUTRA				Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7428245544, -122.4179000854)
Resident	4757047	1167 PALOU AV	No	BP FILED	10/28/2014 12:00:00 AM	2	1								LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14. (1 BEDROOM, 1 BATHROOM, KITCHEN, LIVING, AND OFFICE)	0	0	0			0			0			0			0					0						NFOSTER				Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7291870117, -122.3829956055)
Resident	2630017	1167 STANYAN ST	Yes	CONSTRUCTION	11/01/2017 12:00:00 AM	1	1						2008.0408	Existing 2-story 2-family dwelling 22-feet in height and a 1-story single-family unit 15-feet in height. Proposed two 3-story single-family dwellings with 7 total off-street parking spaces.	TO ERECT SINGLE FAMILY DWELLING	0	0	0			0			0			0			0				0	0						GCABRERO				Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7629432678, -122.4525680542)
Resident	3636027	1181 VALENCIA ST	Yes	CONSTRUCTION	08/15/2017 12:00:00 AM	3	1						2014-000347PRJ	Remodel and legalize ground floor dwelling unit.	REMODEL & LEGALIZE RESIDENTIAL 3RD UNIT AT THE GROUND FLOOR. COMPLIANCE WITH ORDINANCE NO. 155-13 NOT REQUIRED. Sprinklers (NFPA-13R for unit, NFPA-13 for garage) on deferred submittal.	0	0	0			0			0			0			0					0						EJACKSON	Ernie Selander			Mission	NCT	Mixed Use	NCT-VALENCIA	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7540664673, -122.4204864502)
Resident	4733008B	1182 PALOU AV	No	BP Filed	09/27/2017 12:00:00 AM	2	1		0						ADDING ONE UNIT (ADU) ORDINANCE 162-16, ON LOWER LEVEL. COVERTING EXISTING GARAGE INTO NEW SECONDARY	0	0			0			0			0			0			0		0			0								Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7297477722, -122.3829116821)
Resident	4757014	1187 PALOU AV	No	BP FILED	11/10/2015 12:00:00 AM	2	1								LEGALIZE GROUND FLOOR KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. REMOVE ILLEGAL KITCHEN IN THE 2ND FL PER PLAN. COMPLY WITH NOV #201569102, NOV #201569673, NOV #201567632.	0	0	0			0			0			0			0				0	0						YEUNGMIN				Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.729385376, -122.3833465576)
Resident	7266003	119 RIVERTON DR	No	BP Filed	07/19/2017 12:00:00 AM	2	1		0						UNIT LEGALIZATION PER ORDINANCE# 43-14 @ 1ST FLOOR. 2 BEDROOMS, 1 BATH, 1 KITCHEN & LIVING ROOM.	0	0			0			0			0			0			0		0			0								Lakeshore	RH-1(D)	Residential	RH-1(D)	7	13 - Ingleside		(37.7318496704, -122.4873962402)
Resident	7085017	119 VERNON ST	No	BP FILED	02/06/2014 12:00:00 AM	1	1								TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.	0	0	0			0			0			0			0					0						TKENNEDY				Ocean View	RH-1	Residential	RH-1	11	13 - Ingleside		(37.7146835327, -122.4682769775)
Resident	6482021	1192 NAPLES ST	Yes	CONSTRUCTION	10/19/2017 12:00:00 AM	2	1						2016-001214PRJ	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT.	UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZE 1ST FLOOR DWELLING UNIT.	0	0	0			0			0			0			0				0	0						JIMENEZS	ANDREW & CINDY LY 2006 REVOC TR LY	ANDREW & CINDY LY 2006 REVOC TR		Crocker Amazon	RH-1	Residential	RH-1	11	12 - South Central		(37.7122421265, -122.4379119873)
Resident	6511018	1199 DOLORES ST	Yes	CONSTRUCTION	07/25/2017 12:00:00 AM	3	1						2016-007319PRJ	RENOVATE DWELLING UNIT @ 1/FL. CONSIST LIVING/DINING AREA, KITCHEN & BATH. NEW UNIT TO BE FULLY SPRINKLERS (1/FL ONLY). REMODEL KITCHEN AT UNIT 1197 @ 2/FL. REPLACE WINDOWS @1/FL & 2/FL, FACING THE STREET. INFILL @ LIGHTWELL.	RENOVATE AND ADD BATH @ DWELLING UNIT @ 1/FL. CONSIST LIVING/DINING AREA, KITCHEN & BATH. NEW UNIT TO BE FULLY SPRINKLERS (1/FL ONLY). REMODEL KITCHEN AT UNIT 1197 @ 2/FL. REPLACE WINDOWS @1/FL & 2/FL, FACING THE STREET. INFILL @ LIGHTWELL,	0	0	0			0			0			0			0				0	0						JIMENEZS	CROWLEY MARK A CROWLEY	CROWLEY MARK A		Mission	RH-3	Residential	RH-3	8	8 - Mission	Mission District Streetscape Plan	(37.7503929138, -122.4246292114)
Resident	5406004	12 NEPTUNE ST	No	BP FILED	01/19/2017 12:00:00 AM	1	1						2017-001498PRJ	CONVERT (E) GARAGE SPACE INTO A ACCESSORY DWELLING UNIT PER ORDINANCE NO 162-16.	CONVERT (E) GARAGE SPACE INTO A ACCESSORY DWELLING UNIT PER ORDINANCE NO 162-16.	0	0																	0							ALEXANDE	LIU WAI ON RUAN JIN ZHAO	LIU WAI ON & RUAN JIN ZHAO		Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7308502197, -122.3972473145)
Resident	1702001	1201 48TH AV	No	BP Filed	08/25/2017 12:00:00 AM	2	1		0						LEGALIZE (E) DWELLING UNIT AT 1ST FLR CONSISTING OF KITCHEN, LIVING/DINING, BATH & BEDROOM. UNDER OR	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset	Western Shoreline	(37.7639045715, -122.5085372925)
Resident	6786025	121 CAYUGA AV	Yes	CONSTRUCTION	09/25/2017 12:00:00 AM	2	1								UNIT LEGALIZATION ORD 43-14. LEGALIZE 1/FL DWELLING UNIT. AND UNIT RENOVATION. EXISTING DWELLING UNIT ON 2/FL RENOVATION. FILL 2 LIGHTWELLS. REBUILD REAR STAIR. LOWER (E) 1/FL SLAB.	0	0																	0							CLARKECO				Outer Mission	RH-1	Residential	RH-1	8	12 - South Central		(37.7309417725, -122.4308547974)
Resident	1127003	1211 SCOTT ST	Yes	BP APPROVED	03/24/2017 03:37:00 PM	3	1						2015-012514PRJ	ADDITION OF ONE ACCESSORY DWELLING UNIT AT THE GROUND FLOOR PER ORDINANCE 30-15, MISCELLANEOUS DECAY & WATER DAMAGE REPAIR, WATERPROOF (E) DECKS & FRONT STAIRCASE. SOFT STORY RETROFIT PERMIT #201509156939.	NEW APARTMENT ADDITION IN COMPLIANCE WITH ORDINANCE 30-15, MISCELLANEOUS DECAY & WATER DAMAGE REPAIR, WATERPROOF (E) DECKS & FRONT STAIRCASE. SOFT STORY RETROFIT PERMIT #201509156939. Sprinklers under separate permit.	0	0	0			0			0			0			0				0	0						NKWIATKO		TAYLOR WENDY RUTLEDGE		Western Addition	RM-1	Residential	RM-1	5	5 - Western Addition		(37.7811965942, -122.4376602173)
Resident	1735054	1212 16TH AVE	No	BP Filed	12/27/2016 12:00:00 AM	2	1		0				2017-000141PRJ	ADD 3RD FLOOR ADDITION WITH NEW STAIR AND ELEVATOR, REMODEL INTERIOR INCLUDING 1 1/2 NEW BATHS AND A NEW KITCHEN FOR 2ND UNIT.	ADD 3RD FLOOR ADDITION WITH NEW STAIR AND ELEVATOR, REMODEL INTERIOR INCLUDING 1 1/2 NEW BATHS AND A NEW KITCHEN FOR 2ND UNIT.	0	0			0			0			0			0			0		0			0				CMAY	Actual-Size Architecture		4156433366	Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7652320862, -122.4738082886)
Resident	4967035	1215 HOLLISTER AV	No	BP Filed	05/09/2017 12:00:00 AM	2	1		0						UNIT LEGALIZATION FOR ORD 43-14. REMOVE 40 LF NON-BEARING WALL. ADD 30 LF NON-BEARING WALL. CHANGE (	0	0			0			0			0			0			0		0			0								Bayview	RH-1	Residential	RH-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7207717896, -122.3948135376)
Resident	1730037	1230 21ST AV	Yes	CONSTRUCTION	10/10/2017 12:00:00 AM	2	1						2015-010694PRJ	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-STORY REAR YARD ADDITION, (2) ROOF DECKS AT (E) UNIT. RENOVATE KITCHEN & BATH, ADD FULL BATH & 1/2 BATH. ADD (N) BEDROOM @ (N) UNIT. (N) KITCHEN, (2)(N) FUL	HORIZONAL ADDITION AT REAR YARD. (E) 3-STORY SINGLE FAMILY HOUSE - CONVERT TO 2-UNIT RESIDENTIAL 3-STORY REAR YARD ADDITION, (2) ROOF DECKS AT (E) UNIT. RENOVATE KITCHEN & BATH, ADD FULL BATH & 1/2 BATH. ADD (N) BEDROOM @ (N) UNIT. (N) KITCHEN, (2)(N) FUL	0	0	0			0			0			0			0				0	0						ALEXANDE		CHO VANESSA		Outer Sunset	RH-3	Residential	RH-3	4	15 - Outer Sunset		(37.7647247314, -122.4790420532)
Resident	2821022	1230 TWIN PEAKS BL	Yes	BP APPROVED	05/26/2010 08:45:00 AM	1	1								VACANT LOT - ERECT A THREE STORY SINGLE FAMILY DWELLING.	0	0	0			0			0			0			0					0						CRAWFORD				Twin Peaks	RH-1	Residential	RH-1	7	14 - Inner Sunset		(37.7464370728, -122.4504852295)
Resident	1723039	1232 28TH AV	No	BP Filed	06/08/2017 12:00:00 AM	2	1		0						LEGALIZE PER ORDINANCE 43-14. (E) STUDIO APT @ GROUND FLR CONSISTING OF: KITCHEN, FULL BATH & LIVING	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-1(D)	Residential	RH-1(D)	4	15 - Outer Sunset		(37.7643165588, -122.4865264893)
Resident	1729007	1239 21ST AV	No	BP FILED	04/16/2014 12:00:00 AM	2	1								HORIZONTAL ADDITION & REMODEL ENTIRE HOUSE. WOODFRAME, SIDING, ELECTRIC, PLUMBING, CONCRETE FOUNDATION.	0	0	0			0			0			0			0					0										Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset		(37.7645606995, -122.479675293)
Resident	1713036	1246 38TH AV	No	BP FILED	11/21/2014 12:00:00 AM	2	1								LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.	0	0	0			0			0			0			0					0						KCONNER				Outer Sunset	RH-1	Residential	RH-1	4	15 - Outer Sunset		(37.7636451721, -122.4972229004)
Resident	6706045	1247 BOSWORTH ST	No	BP FILED	12/02/2016 12:00:00 AM	1	1								TO ERECT 3 STORIES, NO BASEMENT, TYPE VB, SINGLE FAMILY BUILDING.	0	0																	0							CTOWNES				Outer Mission	RH-1	Residential	RH-1	7	13 - Ingleside		(37.7356338501, -122.4414215088)
Resident	1704034A	1248 47TH AV	No	BP Filed	08/18/2017 12:00:00 AM	1	1		0						TO ERECT 2 STORIES, NO BASEMENT, TYP V-B,  SINGLE FAMILY DWELLING RESIDENCE. (REAR BLDG)	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset		(37.7632217407, -122.5067596436)
Resident	1752003	1263 03RD AV	No	BP FILED	12/05/2016 12:00:00 AM	3	1						2016-016285PRJ	Legalize a third unit (Unit No.1263A) at the ground floor of an existing two-family two-story-over-garage dwelling, per Planning Code Section 207.3 (Ord. 43-14). No front alterations.	LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORD #43-14. SPRINKLER UNDER DEFERRED SUBMITTAL.	0	0																	0							KCONNER	Samuel Kwong		4153913313	Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7649612427, -122.4602203369)
Resident	4913010	1270 FITZGERALD AV	No	BP FILED	12/15/2015 12:00:00 AM	3	1						2016-000348PRJ	LEGALIZE (E) KITCHENS TO LEGALIZE (E) RESIDENTIAL UNITS UNDER UNIT LEGALIZATION PROGRAM PER PLAN. COMPLY W/ NOV #201569121, #201569684, #201567912. PER ORD #43-14.	LEGALIZE (E) KITCHENS TO LEGALIZE (E) RESIDENTIAL UNITS UNDER UNIT LEGALIZATION PROGRAM PER PLAN. COMPLY W/ NOV #201569121, #201569684, #201567912. PER ORD #43-14.	0	0	0			0			0			0			0				0	0						YEUNGMIN	WU XIAOQI 	WU XIAOQI		Bayview	RM-1	Residential	RM-1	10	10 - South Bayshore	Bayview Hunters Point	(37.7219772339, -122.392539978)
Resident	1740016	1271 10TH AV	Yes	BP ISSUED	09/21/2017 09:36:00 AM	3	1						2016-014016PRJ	ADU PER ORD #162-16 INCLUDING (2) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, DEN & LAUNDRY ON GROUND FLOOR	ADU PER ORD #162-16 INCLUDING (2) BEDROOMS, (2) FULL BATHS, KITCHEN, LIVING ROOM, DEN & LAUNDRY ON GROUND FLOOR	0	0																	0							PANTOJAG	Ice Design Inc.		6507416968	Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.764465332, -122.4677429199)
Resident	1726015	1273 24TH AV	Yes	BP ISSUED	07/18/2016 02:22:00 PM	3	1						2015-014529PRJ	LEGALIZATION OF DWELLING UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM	PER ORDINANCE# 43-14, LEGALIZATION OF DWELLING  UNIT. UNIT EXISTS ON GR FL, COVERTED FROM RECREATION ROOM	0	0	0			0			0			0			0				0	0						SAMONSKY		EREMIAN ALEX		Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset		(37.7638664246, -122.4828491211)
Resident	4266012	1274 HAMPSHIRE ST	No	BP FILED	03/03/2015 12:00:00 AM	3	1						2015-005022PRJ	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR REMODEL AT 2ND AND 3RD FLOOR OF EXISTING UNITS. COMPLY WITH COMPLAINT #201334822.	UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE OF ONE NEW UNIT AT REAR GARAGE AT FIRST FLOOR. INTERIOR REMODEL AT 2ND AND 3RD FLOOR OF EXISTING UNITS. COMPLY WITH COMPLAINT #201334822.	0	0	0			0			0			0			0				0	0						NKWIATKO		GOLDEN PROPERTIES LLC		Mission	RH-3	Residential	RH-3	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7518157959, -122.4074630737)
Resident	5618011	128 ELSIE ST	Yes	BP ISSUED	05/22/2015 09:27:00 AM	1	1						2009.0725	New single-family residence on a vacant downsloping lot.	"TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.
"	0	0	0			0			0			0			0					0						BBOLLING	Michael Schulte	Michael Schulte	415.710.5805	Bernal Heights	RH-1	Residential	RH-1	9	11 - Bernal Heights		(37.7425765991, -122.4180603027)
Resident	1220016	1284 PAGE ST	No	BP Filed	07/21/2017 12:00:00 AM	2	1		0						LEGALIZATION OF A DWELLING UNIT INSTALLED WITHOUT A PERMIT PER ORDINANCE 43-14. MEP DEFERRED.	0	0			0			0			0			0			0		0			0								Haight Ashbury	RH-3	Residential	RH-3	5	6 - Buena Vista		(37.7718276978, -122.441986084)
Resident	6521004	13 LUCKY ST	Yes	BP APPROVED	03/22/2017 11:19:00 AM	1	1						2013.0284	Variance to the rear yard, exposure, and open space requriements for the new construction of a SFD.	ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	0	0	0			0			0			0			0					0						DSANCHEZ				Mission	RH-2	Residential	RH-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7522354126, -122.4132614136)
Mixres	0756018	1301 TURK ST	Yes	CONSTRUCTION	10/20/2017 12:00:00 AM	1	1								ERECT A THREE STORY FIRE STATION AND ONE FAMILY DWELLING MIX USE BUILDING.	0	0	0			0			0			0			0				0	0						BBENDIX				Western Addition	P	Public	P	5	5 - Western Addition		(37.7803878784, -122.4307250977)
Resident	4274001	1302 YORK ST	Yes	CONSTRUCTION	08/25/2015 12:00:00 AM	3	1								CHANGE OF USE FROM R3 2-UNIT RESIDENTIAL TO R2 3-UNIT RESIDENTIAL. CONVERT 1ST FL (E) LIVING SPACE INTO (N) UNIT #2901 25TH ST.	0	0	0			0			0			0			0					0						DHARRIS				Mission	RH-3	Residential	RH-3	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7511138916, -122.4082489014)
Resident	1758046	1308 04TH AV	Yes	PL APPROVED	06/26/2015 12:00:00 AM	3	1						2015-004367PRJ	LEGALIZE 3RD DWELLING UNIT AT BASEMENT PER ORDINANCE 43-14	LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT. REFERENCE BPA 2006-04-19-9300.  NEW HIGHT EFFICACY KITCHEN LIGHTING, NEW BEDROOM EGRESS WINDOW, NEW BICYCLE PARKING. UNIT LEGALIZATION ORD 43-14.	0	0	0			0			0			0			0				0	0						NKWIATKO	DARREN MCMURTRIE	DARREN MCMURTRIE		Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7640762329, -122.4606552124)
Mixres	0155013	1310-12 Pacific Avenue	No	BP Filed	12/21/2016 12:00:00 AM	3	1		0				2016-007597PRJ	REMODEL OF (E) UNIT AND VERTICAL ADDITION OF TWO STORIES ABOVE EXISTING UNIT & COMMERICAL UNIT ON 3RD + 4TH FLR AND ROOF DECK, NEW FACADE MATERIAL & REAR INTERIAL DRIEWAY. BUILDING FOOT PRINT TO REMAIN UNCHANGED.	REMODEL OF (E) UNIT AND VERTICAL ADDITION OF TWO STORIES ABOVE EXISTING UNIT & COMMERICAL UNIT ON 3RD + 4TH FLR AND ROOF DECK, NEW FACADE MATERIAL & REAR INTERIAL DRIEWAY. BUILDING FOOT PRINT TO REMAIN UNCHANGED.	1050	0			0			0			0			0		1050	0		0			0				CALEXAND	Owner	Ross McKenna	4153175197	Nob Hill	NCD	Mixed Use	NCD-PACIFIC	3	3 - Northeast		(37.7957687378, -122.417098999)
Resident	1769004	1315 14TH AV	Yes	BP ISSUED	10/02/2017 09:54:00 AM	2	1								PER UNIT LEGALIZATION ORDINANCE 43-14, LEGALIZE ONE FAMILY DWELLING.	0	0																	0							JIMENEZS				Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7634239197, -122.4719390869)
Resident	1286024	1318 COLE ST	Yes	CONSTRUCTION	02/06/2017 12:00:00 AM	2	1								BELOW GARAGE ADDITION OF A 1 BEDROOM UNIT BEHIND A PARTIALLY BELOW GRADE (E) GARAGE. ELEC AND PLUMB WORK WILL BE PART OF THE SCOPE. THE PROJECT WILL REMOVE APPROX 438 CUBIC YARDS OF SOIL. SPRINKLER WORK UNDER SEPARATE PERMIT.	0	0	0			0			0			0			0				0	0						ALEXANDE				Haight Ashbury	RH-2	Residential	RH-2	5	6 - Buena Vista		(37.7622337341, -122.4489440918)
Resident	4275001A	1318 HAMPSHIRE ST	Yes	CONSTRUCTION	09/25/2017 12:00:00 AM	2	1								REMODEL INTERIOR OF (E) RESIDENTIAL BUILDING, INCLUDING KITCHENS & BATHS. ADD (1) RESIDENTIAL UNIT WITHIN (E) ENVELOPE AT GROUND LEVEL.	0	0	0			0			0			0			0					0						EOROPEZA				Mission	RH-2	Residential	RH-2	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.750995636, -122.4073410034)
Resident	2652010	132 CORBETT AV	Yes	BP FILED	11/10/2016 12:00:00 AM	2	1						2014.0016	Variance request to create a second dwelling unit within the rear yard requirement.  	ERECT 3 STORY SINGLE FAMILY DWELLING NO BASEMENT.	0	0	0			0			0			0			0					0						TCHANG	Jean Miu	Jeff Burris	415 336-5143	Castro/Upper Market	RH-2	Residential	RH-2	8	7 - Central		(37.7618598938, -122.4412765503)
Resident	1774006	1321 19TH AV	No	BP FILED	09/18/2014 12:00:00 AM	2	1								REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LEGL DWELLING UNIT UNDER ORDINANCE NO.43-14	0	0	0			0			0			0			0					0						NKWIATKO				Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset		(37.7630615234, -122.4774627686)
Mixres	0024020	1327 COLUMBUS AV	Yes	BP FILED	05/17/2016 12:00:00 AM	1	1						2015-006614PRJ	Demolish two-story commercial building and construct four-story building containing one residential dwelling unit at floors 2-4, over ground floor retail.	"TO CONSTRUCT 4 STORIES, NO BASEMENT, SINGLE RESIDENTIAL & RETAIL COMMERCIAL BUILDING.
** MAHER: N/A **"	1111	-897													2008	1111	-897		0							APERRY		Jack Tam	409-8808	Russian Hill	C-2	Commercial	C-2	2	3 - Northeast	Fisherman’s Wharf Public Realm Plan; Northeast Waterfront	(37.8063468933, -122.4193267822)
Resident	4262020A	1331 SAN BRUNO AV	Yes	CONSTRUCTION	10/11/2017 12:00:00 AM	2	1						2015-006342PRJ	Major alteration, including new third story, facade alterations, and horizontal rear addition. Includes addition of one dwelling unit.	HORIZONTAL & VERTICAL ADDITION. REPLACE FOUNDATION, BRING FRONT & REAR FACADES LEVEL, MORE FRONT STEPS. CHANGE WINDOWS & DOORS. ADD 3RD STORY @ BACK AT THE HOUSE. ADD DECKS IN BACK 2ND STORY & FRONT 3RD STORY. ADD BATHROOM 3RD STORY.	0	0	0			0			0			0			0				0	0						JIMENEZS	Lillian Creighton	Lillian Creighton	303-717-1050	Mission	RH-2	Residential	RH-2	10	8 - Mission	Showplace Square/Potrero Hill (EN); Mission District Streetscape Plan	(37.7526741028, -122.404006958)
Resident	0215023	1331 WASHINGTON ST	No	PL FILED	06/30/2016 12:00:00 AM	4	1						2016-004976PRJ	Proposed addition of (N) dwelling unit to (E) 3-unit building. Horizontal & vertical expansion. Addition of (N) 4-car garage. Full interior renovation. Current staircase will be rebuilt.		0	0																	0								CHI ROBERT 	CHI ROBERT		Nob Hill	RM-3	Residential	RM-3	3	3 - Northeast		(37.7938690186, -122.4153060913)
Resident	1760009	1335 05TH AV	No	BP FILED	05/06/2015 12:00:00 AM	3	1						2015-006400PRJ	LEGALIZE ADDITION UNIT ON 1ST FL PER PLAN (1-BEDROOM, LIVING ROOM, BATHROOM). UNIT LEGALIZATION PER ORIDINANCE 43-14.	LEGALIZE ADDITION UNIT ON 1ST FL PER PLAN (1-BEDROOM, LIVING ROOM, BATHROOM). UNIT LEGALIZATION PER ORIDINANCE 43-14.	0	0	0			0			0			0			0				0	0						NKWIATKO		LEE BENSON CHAN CREIGHTON		Inner Sunset	RH-2	Residential	RH-2	5	14 - Inner Sunset		(37.7635192871, -122.462310791)
Resident	0480013	1339 FRANCISCO ST	Yes	CONSTRUCTION	05/17/2017 12:00:00 AM	3	1						2016-000265PRJ	BPA-2015.1211.4904 approved 9/7/2016 per NSR-2016K293326 recorded 7/25/2016 to legalize a third dwelling unit at the ground floor of an existing two-family two-story (over garage) residential dwelling. Rear one-story ground floor infill (addition of bldg 	ADD UNIT ON GROUND FLOOR. FIRE SPRINKLER GROUND FLOOR UNDER SEPARATE PERMITS.	0	0	0			0			0			0			0				0	0						CLARKECO	FRAZIER JOSHUA L 	FRAZIER JOSHUA L		Marina	RH-3	Residential	RH-3	2	2 - Marina		(37.8026390076, -122.4271850586)
Resident	4274005	1342 YORK ST	Yes	BP APPROVED	08/23/2017 10:06:00 AM	2	1								COMPLY W/ NOV CES 201248561. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS RESIDENTIAL. 2ND FL: MODIFY (E) ROOF @ REAR, ADD (2) SKYLIGHTS; ADD (N) KITCHEN, REMODEL BATH. GROUND FL: INSTALL 1-HOUR RATED SEPARATION BETWEEN (N) UNIT, GROUND FLOOR REAR ADDITION A	0	0	0			0			0			0			0				0	0						DISALVOJ				Mission	RH-3	Residential	RH-3	9	8 - Mission	Mission (EN); Mission District Streetscape Plan	(37.7505187988, -122.4082489014)
Resident	1781035	1346 27TH AV	No	BP Filed	05/30/2017 12:00:00 AM	2	1		0						ADD UNIT PER ORDINANCE NO. 162-16. REVISION TO PA#201703171678 AT FIRST FLOOR. ADD NEW KITCHEN FOR N	0	0			0			0			0			0			0		0			0								Outer Sunset	RH-2	Residential	RH-2	4	15 - Outer Sunset		(37.7623023987, -122.4853057861)
Resident	2402034	1349 TARAVAL ST	Yes	BP ISSUED	09/07/2017 08:46:00 AM	3	1						2015-010714PRJ	HORIZONTAL & VERTICAL EXTENSION TO ENLARGE THE 2 UPPER UNITS & GROUND FLOOR COMMERCIAL AREA AND TO ADD A NEW 4TH FLOOR CONDOMINUMUM UNIT.	HORIZONTAL EXTENSION TO ENLARGE THE 2 UPPER UNITS & GROUND FLOOR COMMERCIAL AREA.	0	0	0			0			0			0			0				0	0						GORDON-J		REYKHEL YANA		Parkside	NCD	Mixed Use	NCD-TARAVAL	4	15 - Outer Sunset		(37.7425804138, -122.4807510376)
